 gemir ( VERB_INFINITIVE VERB ) 
 glucoesfingolípido ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=glucoesfingolípido 
 glucogenina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucogenosintetasa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucogenólisis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucolisis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucolípidos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=glucolípido 
 glucolípido ( ) 
 glucolítico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gluconeogenético ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gluconeogénesis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucopiranoso ( ADJECTIVE ADJECTIVE_NORMAL ) 
 glucoproteína ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucosa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucosado ( ADJECTIVE ADJECTIVE_NORMAL ) 
 glucosaoxidasa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucosil ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucosilar ( VERB_PAST_PARTICIPLE VERB_INFINITIVE VERB ) 
 glucosuria ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucosídico ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=glucosídico 
 glucémica ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=glucémico 
 glucémico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 glucídico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 glucógeno ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucógeno-fosforilasa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glucólisis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glutamato ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glutamina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glutatión ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gluteogonocóccico ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glutámico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 glutámico-pirúvico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 glándula ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glóbulo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glúcido ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 glúteo ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=glúteo 
 gobernar ( VERB_INFINITIVE VERB ) 
 gobernabilidad ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gobernaciones ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gobernación 
 gobernación ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gobernada ( VERB_PAST_PARTICIPLE VERB ) lemma=gobernar 
 gobernadas ( VERB_PAST_PARTICIPLE VERB ) lemma=gobernar 
 gobernador ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gobernadora ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gobernador 
 gobernados ( VERB_PAST_PARTICIPLE VERB ) lemma=gobernar 
 gobernando ( NOUN NOUN_GERUND ) lemma=gobernar 
 gobernante ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gobernante 
 gobernantes ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gobernante 
 gobernase ( VERB ) lemma=gobernar 
 gobierno ( VERB_PRESENT PRONOUN_SUBJECT NOUN VERB NOUN_SINGULAR NOUN_PLURAL PRONOUN_I PRONOUN_SINGULAR ) lemma=gobernar 
 goce ( VERB ) lemma=gozar 
 gozar ( VERB_INFINITIVE VERB ) 
 gocemos ( VERB ) lemma=gozar 
 gocen ( VERB ) lemma=gozar 
 gol ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golazo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golear ( VERB_INFINITIVE VERB ) 
 goleada ( VERB_PAST_PARTICIPLE VERB ) lemma=golear 
 goleador ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 goleados ( VERB_PAST_PARTICIPLE VERB ) lemma=golear 
 golf ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golfillo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golfista ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golfo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golgi ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golondrinas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=golondrina 
 golondrina ( ) 
 golosa ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=goloso 
 goloso ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=goloso 
 golosinas ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`golosina`golosinar` NC  VLfin 
 golosos ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=goloso 
 golpe ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 golpear ( VERB_INFINITIVE VERB ) 
 golpeada ( VERB_PAST_PARTICIPLE VERB ) lemma=golpear 
 golpeadas ( VERB_PAST_PARTICIPLE VERB ) lemma=golpear 
 golpeados ( VERB_PAST_PARTICIPLE VERB ) lemma=golpear 
 golpeando ( NOUN NOUN_GERUND ) lemma=golpear 
 golpearlo (                 VERB ) lemma=golpear 
 golpearnos (                 VERB ) lemma=golpear 
 golpeemos ( VERB ) lemma=golpear 
 golpeteaba ( VERB ) lemma=golpetear 
 golpetear ( ) 
 golpeándoles ( NOUN NOUN_GERUND ) lemma=golpear 
 golpeándonos ( NOUN NOUN_GERUND ) lemma=golpear 
 golpeándote ( NOUN NOUN_GERUND ) lemma=golpear 
 golpista ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=golpista 
 golpistas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=golpista 
 goma ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gomera ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonadal ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonadotrofo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gonadotropa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonadotropina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonioscopia ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 goniómetros ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=goniómetro 
 goniómetro ( ) 
 gonocito ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonocóccico ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonodoblastoma ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gonosómico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gopher ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gorda ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gordas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordiano ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gordita ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordito ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gorditos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordote ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordura ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gordísima ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordísimo ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gordísimos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gordo 
 gorgojos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gorgojo 
 gorgojo ( ) 
 gorra ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gorriones ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gorrión 
 gorrión ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gorritos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gorro 
 gorro ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gota ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gotea ( VERB ) lemma=gotear 
 gotear ( ) 
 goteo ( VERB ) lemma=gotear 
 gotera ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 goticas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gota 
 gotita ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gota 
 gotitas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gota 
 gozada ( VERB_PAST_PARTICIPLE VERB ) lemma=gozar 
 gozando ( NOUN NOUN_GERUND ) lemma=gozar 
 gozo ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`gozo`gozar` NC  VLfin 
 gozosa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gozoso 
 gozoso ( ) 
 grabar ( VERB_INFINITIVE VERB ) 
 grabaciones ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grabación 
 grabación ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grabada ( VERB_PAST_PARTICIPLE VERB ) lemma=grabar 
 grabadas ( VERB_PAST_PARTICIPLE VERB ) lemma=grabar 
 grabado ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grabado`grabar` NC  VLadj 
 grabadora ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grabadores ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grabador 
 grabador ( ) 
 grabados ( VERB_PAST_PARTICIPLE VERB ) lemma=grabar 
 grabando ( NOUN NOUN_GERUND ) lemma=grabar 
 grabarles (                 VERB ) lemma=grabar 
 grabarlo (                 VERB ) lemma=grabar 
 grabarse ( VERB_INFINITIVE VERB ) 
 grabase ( VERB ) lemma=grabar 
 graben ( VERB ) lemma=grabar 
 gracia ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gracias ( NOUN PREPOSITION NOUN_SINGULAR NOUN_PLURAL ) lemma=gracia 
 graciosa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gracioso 
 gracioso ( ADJECTIVE ADJECTIVE_NORMAL ) 
 graciosamente ( ADVERB ) lemma=gracioso 
 graciosas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gracioso 
 graciosillos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gracioso 
 graciosos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gracioso 
 graciosísimo ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gracioso 
 grada ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grada`gradar` NC  VLfin 
 gradación ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gradas ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grada`gradar` NC  VLfin 
 graderia ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gradería 
 gradería ( ) 
 grades ( VERB ) lemma=gradar 
 gradar ( ) 
 gradiente ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 graditos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grado 
 grado ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grado 
 graduar ( VERB_INFINITIVE VERB ) 
 graduación ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 graduada ( VERB_PAST_PARTICIPLE VERB ) lemma=graduar 
 graduado ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_GERUND ) lemma=graduarse 
 graduarse ( VERB_INFINITIVE VERB ) 
 graduados ( VERB_PAST_PARTICIPLE VERB ) lemma=graduar 
 graduai ( VERB ) lemma=graduar 
 gradual ( ADJECTIVE ADJECTIVE_NORMAL ) 
 graduales ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gradual 
 gradualmente ( ADVERB ) lemma=gradual 
 graduando ( NOUN NOUN_GERUND ) lemma=graduar 
 graduarlo (                 VERB ) lemma=graduar 
 graduasen ( VERB ) lemma=graduar 
 gradúas ( VERB ) lemma=graduar 
 gradúe ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=graduar 
 gradúo ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=graduar 
 grafismo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grafito ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grafo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grafológicas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grafológica 
 grafológica ( ) 
 gram ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grama ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grama`gramar` NC  VLfin 
 gramatical ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gramaticales ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gramatical 
 gramaticalmente ( ADVERB ) lemma=gramatical 
 gramilla ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gramnegativo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gramo ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`gramo`gramar` NC  VLfin 
 grampositivo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gramática ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gramáticas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gramática|gramático 
 gramática|gramático ( ) 
 gramático ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gramático 
 gramínea ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gran ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gran|grande 
 gran|grande ( ) 
 grana ( VERB ) lemma=granar 
 granar ( ) 
 granada ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`granada`granar` NC  VLadj 
 granadas ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`granada`granar` NC  VLadj 
 granado ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`granado`granar` NC  VLadj 
 granados ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`granado`granar` NC  VLadj 
 grande ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandecita ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=`grande`grandeza` ADJ  NC 
 grandecitas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=`grande`grandeza` ADJ  NC 
 grandecito ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandecitos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandemente ( ADVERB ) lemma=grande 
 grandes ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandeza ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grandilocuentes ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grandilocuente 
 grandilocuente ( ) 
 grandiosa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grandioso 
 grandioso ( ADJECTIVE ADJECTIVE_NORMAL ) 
 grandiosas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grandioso 
 grandiosos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grandioso 
 grandota ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grandote 
 grandote ( ADJECTIVE ADJECTIVE_NORMAL ) 
 grandotota ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandísima ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandísimas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grandísimo ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grande 
 grane ( VERB ) lemma=granar 
 granero ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granitico ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=granítico 
 granítico ( ) 
 granito ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granizo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granja ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granjear ( VERB_INFINITIVE VERB ) 
 granjearse ( VERB_INFINITIVE VERB ) 
 granjero ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granjeándose ( NOUN NOUN_GERUND ) lemma=granjearse 
 grano ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grano`granar` NC  VLfin 
 granulado ( VERB_PAST_PARTICIPLE VERB ) lemma=granular 
 granular ( ADJECTIVE ADJECTIVE_NORMAL ) 
 granulares ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=granular 
 granularidad ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granules ( VERB ) lemma=granular 
 granulocito-macrófago ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granulocitos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=granulocito 
 granulocito ( ) 
 granulocitosis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granuloma ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granulomatosa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=granulomatoso 
 granulomatoso ( ) 
 granulomatosis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 granulosa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=granuloso 
 granuloso ( ADJECTIVE ADJECTIVE_NORMAL ) 
 granulosos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=granuloso 
 grasa ( NOUN VERB ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=`graso`grasa`grasar` ADJ  NC  VLfin 
 grasas ( NOUN VERB ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=`graso`grasa`grasar` ADJ  NC  VLfin 
 graso ( VERB ADJECTIVE ADJECTIVE_NORMAL ) lemma=`graso`grasar` ADJ  VLfin 
 grasos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=graso 
 grata ( VERB ADJECTIVE ADJECTIVE_NORMAL ) lemma=`grato`gratar` ADJ  VLfin 
 gratamente ( ADVERB ) lemma=grato 
 grato ( VERB ADJECTIVE ADJECTIVE_NORMAL ) lemma=`grato`gratar` ADJ  VLfin 
 gratas ( VERB ADJECTIVE ADJECTIVE_NORMAL ) lemma=`grato`gratar` ADJ  VLfin 
 gratifica ( VERB ) lemma=gratificar 
 gratificar ( ) 
 gratificaciones ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gratificación 
 gratificación ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gratificada ( VERB_PAST_PARTICIPLE VERB ) lemma=gratificar 
 gratificante ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gratificantes ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gratificante 
 gratis ( ADVERB ) 
 gratitud ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gratos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grato 
 gratuita ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gratuito 
 gratuito ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gratuitamente ( ADVERB ) lemma=gratuito 
 gratuitas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gratuito 
 gratuitos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gratuito 
 gratísima ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grato 
 gratísimo ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grato 
 gravar ( VERB_INFINITIVE VERB ) 
 gravada ( VERB_PAST_PARTICIPLE VERB ) lemma=gravar 
 gravadas ( VERB_PAST_PARTICIPLE VERB ) lemma=gravar 
 gravados ( VERB_PAST_PARTICIPLE VERB ) lemma=gravar 
 gravamen ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gravando ( NOUN NOUN_GERUND ) lemma=gravar 
 gravase ( VERB ) lemma=gravar 
 gravasen ( VERB ) lemma=gravar 
 grave ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gravedad ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gravemente ( ADVERB ) lemma=grave 
 gravemos ( VERB ) lemma=gravar 
 graven ( VERB ) lemma=gravar 
 graves ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grave 
 gravimétrico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gravita ( VERB ) lemma=gravitar 
 gravitar ( ) 
 gravitación ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gravitatoria ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gravitatorio 
 gravitatorio ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gravosidad ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gravámenes ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gravamen 
 gravídica ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gravídico 
 gravídico ( ) 
 gravísima ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grave 
 gravísimamente ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grave 
 gravísimas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grave 
 gravísimo ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grave 
 gravísimos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grave 
 grecas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=greca 
 greca ( ) 
 green ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gregario ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gremial ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gremial 
 gremiales ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gremial 
 gremio ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 griega ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=griego 
 griego ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=griego 
 griegas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=griego 
 griegos ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=griego 
 grieta ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grieta`grietar` NC  VLfin 
 grietas ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grieta`grietar` NC  VLfin 
 grifo ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grifo`grifar` NC  VLfin 
 grilla ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grima ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gringa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gringo 
 gringo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gringos ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gripa ( VERB ) lemma=gripar 
 gripar ( ) 
 gripal ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gripales ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gripal 
 gripe ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`gripe`gripar` NC  VLfin 
 gripes ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`gripe`gripar` NC  VLfin 
 gris ( ADJECTIVE ADJECTIVE_NORMAL ) 
 griseofulvina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grises ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gris 
 gritar ( VERB_INFINITIVE VERB ) 
 gritabai ( VERB ) lemma=gritar 
 gritando ( NOUN NOUN_GERUND ) lemma=gritar 
 gritarle (                 VERB ) lemma=gritar 
 gritemos ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gritar 
 griten ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gritar 
 gritería ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gritito ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grito 
 grito ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`grito`gritar` NC  VLfin 
 groenlandesa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=groenlandés 
 groenlandés ( ) 
 grosera ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grosero 
 grosero ( ADJECTIVE ADJECTIVE_NORMAL ) 
 groseramente ( ADVERB ) lemma=grosero 
 groseras ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grosero 
 groseros ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grosero 
 grosería ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grosor ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grotesca ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grotesco 
 grotesco ( ADJECTIVE ADJECTIVE_NORMAL ) 
 grotescas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grotesco 
 grotescos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grotesco 
 gruesa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grueso 
 grueso ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gruesas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grueso 
 gruesos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grueso 
 grumos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grumo 
 grumo ( ) 
 grupal ( ADJECTIVE ADJECTIVE_NORMAL ) 
 grupales ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grupal 
 grupito ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=grupo 
 grupo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gruta ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gruñe ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=gruñir 
