##<<FRENCH
concept: ~numberoperator()
hippie éclipsé
déshonorant honorable
mensonger véridique
déshonorant honorable
désespéré optimiste
"non institutionnalisé" institutionnalisé
"non institutionnel" institutionnel
déodorant iodation
inconsolable consolable
perpendiculaire horizontal
incliné horizontal
incliné perpendiculaire
désélectionner verticale
séance permanent
fonctionnement permanent
"qui passe" fonctionnement
inhospitalier hospitalier
amical hostile
"du froid" chaud
estivale vernal
automnal vernal
hivernage vernal
automnal estivale
hivernage estivale
hivernage automnal
non-humain humain
sous-humain surhumain
inhumain humain
"sans humour" humoristique
assoiffé affamé
"sans répit" pressé
"non identifiable" identifiable
transeunt subjectif
intact handicapé
"sans importance" important
"peu impressionnant" impressionnant
imperceptible perceptible
"non amélioré" amélioré
"non clarifié" effacé
exaugural inaugural
hors-bord intérieur
outbred inné
"peu disposé" incliné
sortant entrant
déductif inductif
"non indulgent" indulgent
"non industrielle" industriel
"non infectieux" infectieux
supernal infernal
"non informatif" informatif
agnostique gnostique
"mal informé" informé
fourbe ingénu
inhabité habité
"non négligeable" héréditaire
désinhibé inhibé
ininjectable injectable
"non blessé" blessé
coupable "pur les mains"
"sans inspiration" inspirant
non-instructif instructif
"non éclairant" éclairant
"non intégrés" intégré
"non intégrés" intégré
"non mélangé" mélangé
"non combiné" combiné
désintégration intégratif
"non intellectuel" intellectuel
inintelligent intelligent
inintelligible intelligible
"non intentionnel" prévu
"non conçu" intentionnel
modération "se intensifiant"
intraspécifique interspécifique
indifférent intéressé
inintéressant intéressant
extra-muros intramural
"ultra vires" "intra vires"
extrinsèque intrinsèque
extrospective auto-examen
extroversive introversif
ambivalent introversif
ambivalent extroversive
"pas intrusif" intrusif
"en saillie" intrusif
sédimentaire éruptif
extrusion intrusif
confiné envahissant
"non invasif" envahissant
débilitant revigorant
"peu aimable" attrayant
"in vivo" "in vitro"
désordonné repassé
"sans plis" ridé
anisotrope isotrope
triste "content de"
douloureux joyeux
triste joyeux
"sans soucis" juteux
injuste juste
immercie mérité
"sans clés" claveté
méchant gentil
inconnaissable cognoscible
inconnu connu
incompris compris
"sans étiquette" marqué
"non brisé" déploré
unlaurelled laurier
peu grand
moindre "plus grand"
illicite légitime
"sans plomb" plombé
serré "qui fuit"
"non scellé" caulked
"sans levain" levé
illégal légal
illisible lisible
"non déchiffré" déchiffré
adoptif biologique
illégitime légitime
catarrhinien leptorrhinian
platyrhinien leptorrhinian
platyrhinien catarrhinien
eusporangiate leptosporangiate
différent similaire
"contrairement à" comme
improbable probable
"sans membres" limbed
illimité limité
collatéral direct
"non linéaire" additif
"sans doublure" doublé
"non mentionné" listé
figuratif littéral
analphabète alphabétisé
enregistré "non enregistré"
"non facultative" habitables
inébranlable "en livrée"
déchargé chargé
inconscient limoneuse
général local
endémique épidémie
ecdémique épidémie
endémique ecdémique
"sans le esprit" gantée
"sans chapeau" éclaté
"non guidé" guidé
"sans poussée" jambières
illogique logique
"sans extension" élargi
midi mini
maxi mini
maxi midi
"sans perte" "à perte"
court longue
"en croix" longitudinal
"sans couvercle" couvercle
serré "en vrac"
"sans entraves" rétréci
"a trouvé" perdu
enregistré perdu
"a gagné" perdu
doux bruyant
mince plein
forte piano
doux endurci
odieux aimable
"ne a pas aimé" aimé
"non aimé" aimé
méchant aimant
majuscule minuscule
malheureux chanceux
dramatique lyrique
"fait mal" fabriqué
antimagnétique magnétisé
géographique magnétique
"non magnétique" magnétique
mineur majeur
mineur majeur
minuscule majuscule
"impossible à gérer" maniable
"non maniable" maniaque
télécommandé équipé
"non marqué" marqué
"sans marque" marque
célibataire marié
inconnu accouplés
féminin masculin
"de façon incontrôlable" féminin
neutre masculin
neutre féminin
incompatible assorti
immatériel matériel
immature mature
"non mûr" mature
"toute le année" saisonnier
"hors de saison" "de saison"
"hors saison" chevronné
prématuré terme
minimal maximal
"non significative" significatif
incommensurable mesurable
"sans viande" "de viande"
"non mécanique" mécanique
"non mélodieux" mélodieux
"sans membre" membre
"non miné" miné
"non musical" musical
"non fondu" liquéfié
impitoyable miséricordieux
amebobolique métabolique
intense doux
extensif intensif
"non impliqués" impliqué
civil militaire
"non militaire" militaire
absolu atténué
"non tempéré" tempéré
"non tempéré" trempé
immobile mobile
inportable portable
inamovible amovible
"non métallique" métallique
"non métamorphique" métamorphique
immodéré modérer
non-moderne moderne
impudique modeste
"non modifié" modifié
"non modulé" modulé
moléculaire molaire
diclinous monoclinique
dioïque monoïque
contrapuntique monophonique
polygame monogame
multilingue monolingue
multivalent monovalent
bivalent univalent
multivalent univalent
multivalent bivalent
"non monotone" monotone
polyvalent monovalent
immoral moral
illicite licite
"sans scrupules" "en principe"
peu beaucoup
peu beaucoup
moins "plus que"
moins "les plus"
moins plus
"le moins" "les plus"
immortel mortel
"sans motivation" motivé
"non motorisé" motorisé
immobile "en mouvement"
"non mobile" "en mouvement"
encore "en mouvement"
"non validé" toupie
unseamanlike "semblable à des marins"
intercontinental continental
international nationale
"à le intérieur de le état" "entre états"
"non naturel" naturel
artificiel naturel
surnaturel naturel
tranchant naturel
appartement naturel
appartement tranchant
proche ultime
inutile nécessaire
brut nett
unneurotique psychoneurotique
méchant agréable
nidifuges nidicolous
ignoble noble
"faible néant" noble
"non naturel" normal
anormal normal
hypotensif hypertendu
normotensive hypertensif
normotensive hypotensif
paranormal normal
sud nord
"du sud" nord
inutile nez
inaperçu remarqué
"non détecté" détecté
indéterminé déterminé
inoffensif nuisible
désobéissant obéissant
subjectif non-subjectif
"non bloqué" obligé
facultatif obliger
"peu évident" évident
"sans obstruction" obstrué
inoccupé occupé
inoffensif offensive
désagréable sarriette
défensive offensive
inoffensif incriminé
"sans solution" apologétique
"non officiel" officiel
"non confirmé" confirmé
"non établi" établi
inconditionné conditionné
"hors site" "sur place"
"dans la rue" "hors rue"
nouveau vieux
immature vieux
"deux pièces" "une pièce"
"trois pièces" "une pièce"
"trois pièces" "deux pièces"
"hors ligne" "en ligne"
de sur
annulé sur
offsides "sur le côté"
"non ouvert" détaché
fermé ouvrir
fermé ouvert
"non pavé" espacés
"non clos" enfermé
"non tannée" bronzé
inexploité tapoté
"non opérationnelle" opérationnel
inopportun opportun
"sans opposition" opposable
"sans opposition" opposé
alterner contraire
contraire alterner
pessimiste optimiste
aboral oral
abactinal actinal
désordonné ordonné
désordonné commandé
désorganisé organisé
"non organisé" organisé
"non structuré" structuré
extraordinaire ordinaire
inorganique biologique
atomique holistique
désorganisé arrangé
"non orienté" orienté
désorientant orientation
"sans originalité" original
"peu orthodoxe" orthodoxe
intérieur "à le extérieur"
nu couvert
"sans revêtement" recouvert
"sans toit" couverte
"sans feuilles" feuillu
débranché lèvres
secret manifeste
"non payé" payé
"sans douleur" douloureux
"non peint" peint
"non linéaire" représenté
impensable peignable
désagréable acceptable
impalpable palpable
perpendiculaire parallèle
oblique parallèle
perpendiculaire oblique
impardonnable pardonnable
inexcusable excusable
filial parental
impartial partiel
"non partiel" particules
infranchissable passable
"sans passion" passionné
présent passé
avenir passé
avenir présent
"à naître" née
"non partagée" parée
maternel paternel
familier wifelike
impatient patient
matriarcal patriarcal
"non conditionné" fréquenté
"non emballé" emballés
"non pavé" pavé
antipatriotique patriotique
insensible paisible
"sans remords" repentant
inacceptable perspicace
imperceptible perceptible
imparfait parfait
impérissable périssable
transitoire permanent
caduc persistant
irréversible réversible
"non réversible" réversible
irrévocable révocable
inadmissible permis
inadmissible admissible
inaperçu permissif
préventif permissif
"non perplexe" perplexe
impersonnel personnel
dissuasif persuasif
impénétrable pénétrable
imperméable perméable
apetaleux pétale
"sans poinçonnage" ponctuel
"non psychoactive" psychoactif
mental physique
polythéiste monothéiste
impie pieux
religieux séculier
irréligieux religieux
implacable placable
"à motifs" "non substitué"
fantaisie plaine
imprévu prévu
incontrôlé étudié
"peu plausible" plausible
désagréable agréable
mécontent heureux
déplaisant plaisant
inutile pointu
obtus aigu
"non poli" brillant
impolitique politique
apolitique politique
impondérable pondérable
impopulaire populaire
anti pro
négatif positif
neutre positif
neutre négatif
moins plus
déconcertant "la confirmation"
impossible possible
impuissant puissant
"non alimenté" alimenté
"faible tension" "haute tension"
"sans influence" influent
aplacental placentaire
"non planté" planté
"non agrippé" labouré
inculte cultivé
"non moulé" "mis en pot"
"pas pratique" pratique
imprécis précis
retardé précoce
imprévisible prévisible
"non précisé" prémédité
"non préparé" préparé
"hors cote" ordonnance
absent présent
"sans ostentation" ostentatoire
"sans prétention" prétentieux
secondaire primaire
accessoire "de base"
public privé
compris exclusif
défavorisés privilégié
improductif productif
phtisique génératif
"non reproductible" reproductible
"non professionnel" professionnel
"peu professionnel" professionnel
"peu rentable" rentable
superficiel profond
opisthognathous hypognathous
régressif progressive
impronunciable prononçant
"non conforme" correct
insipide prophétique
rétrospective éventuel
"non protégé" protégé
"non protégé" protecteur
humble fier
"non démontré" prouvé
imprévoyant prévoyant
peupropre provocant
imprudent prudent
"non ponctuel" ponctuel
impuni puni
réhabilitation punitif
métis "de race"
impur pur
"non contaminé" contaminé
"sans but" déterminé
"sans réserve" qualifié
"non formé" qualifié
quantitatif qualitatif
incontestable discutable
bruyant silencieux
agité reposant
inquiet silencieux
non-régional "au hasard"
irrationnel rationnel
intellectuel émotif
non-raciale racial
"non réactif" réactif
"pas prêt" prêt
irréel existant
irréel réal
nominal réal
irréaliste réaliste
déraisonnable raisonnable
"non réciproque" réciproque
"non raffiné" raffiné
"non traité" traité
"non traité" traité
"non contrôlé" huilé
irrécupérable restaurable
"non régénéré" régénérer
"non enregistré" inscrit
irrégulier ordinaire
"non réglementé" réglementé
irrémédiable remédiable
"non renouvelable" renouvelable
impraticable louable
irréparable rectifiable
irrépétable répétable
"non répétitif" répétitif
"non imprimable" imprimable
"non demandé" demandé
rhymeless rime
multiforme invariable
"non périodique" périodique
"sans rapport" "en relation"
"sans rapport" "relatif à"
"sans importance" pertinent
indifférent conscient
irremplaçable remplaçable
"non représentatif" représentationnelle
"non représentatif" représentant
"de mauvaise réputation" honorable
"non réceptif" réceptif
irréconciliable conciliables
"sans réserve" réservé
irrésistible résistible
irrésolu résolu
imprévisible respectable
irrespectueux respectueux
irresponsable responsable
"ne répond pas" sensible
effréné restreint
libre limité
"non restrictif" contraignant
inadmissible recueillement
"non réticulé" réticulé
"non rétractable" rétractile
"non réfléchissant" réfléchissant
"non réfléchi" réfléchi
"non révolutionnaire" réverbérant
irrévérencieux respectueux
"non réussi" relancé
"non réveillé" réveillé
"non convenu" awestricken
contre-révolutionnaire révolutionnaire
"sans récompense" récompense
non-rhétorique rhétorique
"non humoristique" rythmé
"sans rire" côtes
pauvre riches
moneyless riche
insolvable solvant
maigre riches
"sans bordure" bordé
"sans porte" remis
"sans poignées" manipulé
gaucher droitier
ambidextre droitier
ambidextre gaucher
centre droite
centre "la gauche"
"sans corne" cornu
faux droite
impie vertueux
frêle robuste
carré circulaire
angulation arrondie
"en forme de pastèque" "en forme de citrouille"
urbain rural
"sans rouille" rouillé
"non protégé" saint
profane sacré
masochiste sadique
dangereux sûr
"en dehors" sûr
invendable vendable
différent même
autre même
fou sain
insatiable rassasié
unarcastique sarcastique
insatisfaisant satisfaisant
instable évolutif
"non scolaire" savant
"peu scientifique" scientifique
"sans scrupules" scrupuleux
inconscient consciencieux
"non scellé" scellé
déballé enveloppé
"non prudent" "en état de naviguer"
inconnaissable "en état de navigabilité"
déconcerté caché
révélateur occultation
"non syndicaliste" sectaire
"peu sûr" tranquille
"peu sûr" garantir
"non assuré" assuré
non-éducatif séduisant
généreux égoïste
junior sénior
"non fondamental" sensationnel
insensible sensible
désensibilisation sensibilisation
extrasensorielle sensoriel
"non dessiné" envoyé
mixte séparé
antiseptique infecté
germy "sans germe"
purification adulteration
frivole sérieux
"sans jeu" espiègle
"non sélectionné" choisi
inutilisable utilisable
instable colonisé
"non générateur" migratoire
unsexy sexy
non-sexiste sexuel
"non diffusé" castré
anaphrodisiaque aphrodisiaque
anestrous estrous
"sans forme" galbé
"sans seins" breasted
informe formé
"non partagé" partagé
"non rasé" rasé
"sans entretien" cisaillé
dégainé enveloppé
décolleté shodden
discaliser calcé
hypermétrope myope
irrétrécissable rétractable
désactivé aperçu
"non signé" signé
insignifiant important
"non significatif" important
"non séparé" silencieux
composé "non subdivisé"
complexe simple
"pas sincère" sincère
pluriel singulier
ordinal cardinal
"sans scénarios" scripted
insubmersible potable
plusieurs unique
unique double
"vrai faux" "choix multiple"
"voies multiples" "voie unique"
"non coté" taille
"non qualifié" qualifié
mathématique verbal
bien grossier
"sans fumée" enfumé
non-solaire glissant
"non lubrifié" lubrifié
"non lisse" lisse
cahotant lisse
démonté sillonné
rugueux lisse
"bord doux" rifled
insociable social
"non accompagné" accompagné
désintéressé grégaire
"sans couture" cousu
"non ensemencé" semé
"sans pépins" miteux
"sans découpage" fermé
"sans manches" manches
insociable sociable
invendu vendu
"sans limite" soled
liquide solide
gazeux solide
gazeux liquide
creux solide
indissoluble soluble
insoluble soluble
"non résolu" résolu
non certains
tout certains
tout non
naïf sophistiqué
désordonné "du son"
"non négligeable" effervescent
"non spécialisé" spécialisé
mou épineuse
"sans esprit" fougueux
induite auto-généré
écrit parlé
"sans voix" voisé
"non écrit" écrit
consonantique vocalique
inarrêtable stoppable
non-syllabique syllabique
accentuation syllabique
quantitatif syllabique
quantitatif accentuation
instable stable
legato débranché
"non marqué" "mise en scène"
"non standard" "la norme"
"sans fouet" féculent
"sans étoiles" étoilé
malnutri nourri
instable stable
"sans tige" déclenché
"non stimulant" stimulant
stimulant dépresseur
astomateuse estomacé
courbé "tout droit"
courbe "tout droit"
désintégrés enroulé
"sans contraintes" stressé
"sans accent" accentué
faible fort
docile "non régénéré"
insubordonné subalterne
infructueux réussi
insuffisant suffisant
"sans sucre" sucré
inférieur supérieur
sous-jacente superjacent
adscript exposé
adscript indice
"sans surveillance" supervisé
"non supporté" "prise en charge"
"non assisté" assisté
insoutenable soutien
insurmontable surmontable
"pas surpris" surpris
"pas surprenant" surprenant
insensible sensible
"non impressionnable" impressionnable
"non négligé" exempter
"non programmée" prévu
sec doux
acide doux
"non desservis" aigri
insoupçonné soupçonné
"non balayé" "balayé non usé"
juré asymétrique
symétrique "symétrique bilatéralement"
actinomorphes antipathique
sympathique allopatrique
sympatrique diachronique
synchronique asynchrone
synchrone asyndétique
syndétique antonyme
synonyme "peu systématique"
systématique volubile
taciturne "sans contact"
"plein de tact" peu
grand sauvage
apprivoisé sauvage
apprivoiser intangible
touchable intangible
tangible insipide
"de bon goût" insipide
délicieux "non taxable"
"non négligé" intempérant
tempéré relâché
tendu détendu
tendu extra-territorial
territorial non-territorial
territorial thermodurcissable
thermoplastique mince
épais impensable
pensable irréfléchi
réfléchi gaspilleur
économe désordonné
rangé "non damré"
soigné incompétents
peigné "non mélangé"
boisé "sans timbre"
tonique "sans tons"
balayé désuet
pointe reposé
fatigué intolérable
tolérable intolérant
tolérant "sans touches"
tonal édenté
denté bas
haut côté
haut côté
bas "aux seins nus"
surmonté "sans fond"
fond "de bas en haut"
"de haut en bas" polaire
équatorial intestat
testate intact
touché soumissionner
dure "non endurci"
trempé "non toxique"
toxique intraitable
manipulable "à la carte"
"table de hôte" introuvable
traçable "sans chenilles"
suivi "sans distraction"
voyagé "non coupé"
coupé tranquille
troublé faux
vrai méfiant
confiant "indigne de confiance"
"digne de confiance" "sans chambre à air"
tube désintéressé
caché "non tourné"
##>>
