##<<SPANISH 
concept: ~numberoperator()
Inexportable exportable
Inexploratorio exploratorio
Inquisitivo Preguntando
Disminuido aumentado
irreducible reducible
"No iluminado" ilustrado
"No emprendedor" emprendedor
"Poco entusiasta" entusiasta
Indeseable deseoso
Epizoico Entozoico
desigual igual
desequilibrado equilibrado
Hipertónico Isosmótico
Hipotónico Isosmótico
Hipotónico Hipertónico
inequívoco equívoco
inextirpable Erradicable
exotérico esotérico
"no esencial" esencial
indispensable dispensable
despreciable estimable
"Poco ético" ético
Desagradable Complementario
Desagradable halagüeño
Disfótica eufemístico
afligido Eufórico
desigual incluso
caduco "hojas perennes"
inexacto exacto
"No intercambiable" cambiable
Inexcitable excitable
"No excitado" emocionado
"Poco excitante" emocionante
acusador justificante
inagotable agotable
"Sin agotar" agotado
inexistente existente
"No excesivo" existente
inesperado esperado
inconveniente conveniente
Inexpensable reemplazable
barato costoso
inexperto experimentado
"No expirado" muerto
incomprensible explicable
Inexplicado Expresado
"Sin explotar" explotado
inexpresable "posible de expresar"
"No protráctil" extensible
inextricable Extricable
Desplumado encorvado
"Sin dedos" Dedos
Inexpansivo expansivo
inextinguible extinguible
interno externo
interior exterior
interior exterior
"Sin ojos" Eyed
Injugable interpretable
falta justa
injusto justa
injusto equitativo
infiel fiel
desleal leal
infalible falible
desconocido familiar
familiar extraño
"pasado de moda" "de moda"
"Sin estilo" "de moda"
lento rápido
Indescifrable fastidioso
Delgado grasa
"libre de grasas" graso
"No fatal" fatal
incurable curable
Insondable Insondable
desfavorable favorable
"Sin plumar" plumado
infeliz feliz
"No fértil" fértil
inconcluso terminado
infinito finito
"No finito" finito
clausura apertura
último primero
terminal intermedio
segundo primero
"No fisible" físil
"No fisión" fisionable
impropio ajuste
Contrastado plano
inflexible flexible
Comprometiendo intransigente
"no rígido" rígido
inadaptable adaptable
Ortótropo Campilotropos
Anfítropo anátropo
Derecho Rizado
"sin pies" "Con patas"
"Sin sentido" Tocado
Splayfooted "Pigeon toed"
"en popa" delantero
ambiguo precavido
adoptivo nativo
nativo exterior
"no nativo" aborigen
nacional exterior
"Poco doméstico" nacional
inolvidable olvidable
Implacable indulgente
informal formal
desgraciado afortunado
"Olor desagradable" fragante
inodoro oloroso
"Sin olor" perfumado
ligado gratis
"Sin fijar" fijo
Libre gratis
infrecuente frecuente
duro Fresco
Preservado Fresco
salado Fresco
antipático amistoso
"Sin congelar" congelado
Infructuoso fructífero
vacío completo
"Sin drenaje" agotado
"medio tiempo" "tiempo completo"
"No funcional" funcional
"Funcionando mal" marcha
orgánico funcional
"Sin ataduras" Aparejado
"No equipado" equipado
"Sin protección" plumado
"Sin marco" Enmarcado
"Sin amueblar" amueblado
"Sin fondos" fundado
"Sin combustible" Alimentado
"No especificado" especificado
Ungeared Orientado
específico general
Inespecífico específico
local nacional
endémico "ampliamente distribuido"
"sin branquias" Ramificado
unitario federal
Descentralizado Centralizado
"no técnico" técnico
propiedad "No propietario"
"Poco generoso" generoso
Mezquino generoso
falsificación auténtico
heliocéntrico geocéntrico
"Sin talento" talentoso
"Sin esmaltar" vidriado
"Sin vidrios" Vidrioso
ignominioso glorioso
"no vayas" ir
malo bueno
mal bueno
Maligno Bondadoso
torpe agraciado
"poco gracioso" Cortés
repentino gradual
escarpado gradual
"No gramatical" gramático
desagradecido agradecido
Diploide Haploidic
Poliploide Haploidic
Poliploide Diploide
infeliz contento
Desagravio arrepentido
suave difícil
difundido concentrado
"corazón blando" "duro de corazón"
"no alcohólico" alcohólico
perjudicial inofensivo
inarmónico armonioso
Insalubre sano
operatorio médico
inoperable operable
antipirético pirético
insalubre saludable
Flema seco
terrenal celestial
indigesto digerible
"sin cabeza" "con membrete"
"Sin cabeza" "con membrete"
ligero pesado
ingrávido pesado
"tarea pesada" "trabajo ligero"
"Patas pesadas" "pies ligeros"
"prestar atención" Desagradable
Descalificación Permitiendo
Inútil servicial
Zygodactyl Heterodactilo
homogéneo heterogéneo
Heterocigótico Homocigótico
Homosexual heterosexual
bisexual heterosexual
bisexual Homosexual
"no jerárquica" jerárquico
Bajado elevado
"Baja tecnología" "alta tecnología"
"Sin cuello" Cuello
Pavimentado Techos
"Alta espumación" "Baja espuma"
"gran interes" "Bajo interés"
Bajo Agudo
"No imitativo" imitativo
"No ecóico" Onomatopéyico
"baja resolucion" "alta resolución"
"de poca altura" Alto
lejos casa
Heterólogo homólogo
Autólogo homólogo
Autólogo Heterólogo
análogo homólogo
Heterólogo homólogo
análogo Heterólogo
"a cuatro aguas" "a dos aguas"
Desamparado "a cuatro aguas"
deshonroso honorable
mentiroso veraz
deshonroso honorable
"sin esperanza" esperanzado
"No institucionalizado" institucionalizado
"No institucional" institucional
Desioding Yodado
inconsolable Consolable
perpendicular horizontal
inclinado horizontal
inclinado perpendicular
Unerecto vertical
sentado "en pie"
corriendo "en pie"
paso corriendo
inhóspito hospitalario
amistoso hostil
frío caliente
veraniego vernal
otoñal vernal
Invernal vernal
otoñal veraniego
Invernal veraniego
Invernal otoñal
"no humano" humano
infrahumano sobrehumano
inhumano humano
"Sin humor" Chistoso
sediento hambriento
"Sin prisas" apresurado
"No identificable" Identificable
Transeunte subjetivo
"Sin alteraciones" dañado
"sin importancia" importante
"Poco impresionante" impresionante
Imperceptible perceptible
"Sin mejorar" mejorado
"Sin aclarar" Borrado
Exaugural inaugural
"fuera de borda" interior
Excremento innato
Disinclined inclinado
extrovertida entrante
deductivo inductivo
"No indulgente" indulgente
"No industrial" industrial
"no infeccioso" infeccioso
superno infernal
"Poco informativo" informativo
Agnóstico Gnóstico
"no informado" informado
falso ingenuo
Deshabitado poblado
"No hereditario" heredable
Desinhibido Inhibido
Ininjectable Inyectable
ileso lesionado
culpable Limpia
Aburrido Inspirador
"Poco destructivo" instructivo
"No iluminar" Esclarecedor
"No integrado" integrado
"No integrado" integrado
"Sin mezclar" mezclado
"Sin combinar" conjunto
Desintegrativo Integrativo
"No intelectual" intelectual
Ininteligente inteligente
Ininteligible inteligible
Involuntario "destinado a"
"no dibujado" intencional
Moderando Intensificando
Intraspecífico Interespecífico
desinteresado interesado
"poco interesante" interesante
extramuros Intramuros
"Ultra vires" "Intra vires"
extrínseco intrínseco
Extrospectivo Autoexaminarse
Extroversivo Introvertido
Ambicioso Introvertido
Ambicioso Extroversivo
"No intrusivo" intruso
sobresaliente intruso
sedimentario eruptivo
Extrusivo intruso
confinado invasor
"No invasivo" invasor
Debilitante Vigorizante
"no atractivo" atractivo
"en vivo" "In vitro"
"Sin hierro" planchado
"Sin arrugas" arrugado
anisótropo Isotrópico
triste alegre
triste alegre
triste jubiloso
"Sin juicios" jugoso
injusto sólo
Inmerecido merecido
"sin claves" enchavetado
cruel tipo
desconocido Cognoscible
desconocido conocido
Incomprendido entendido
"Sin etiqueta" etiquetado
Unlamented Lamentado
"Sin laurelada" Laurelado
pequeño grande
menor Mayor
ilegal legal
"sin plomo" "con plomo"
apretado agujereado
"Sin cocinar" Calafateado
ázimo Leudado
ilegal legal
ilegible legible
"Sin cifrar" Descifrado
adoptivo biológico
ilegítimo legítimo
Catarrino Leptorriniano
Platyrriniano Leptorriniano
Platyrriniano Catarrino
Eusporangiate Leptosporangio
disímil similar
"diferente a" "me gusta"
improbable probable
improbable probable
"Sin bordes" Limbed
ilimitado limitado
colateral lineal
"No lineal" aditivo
"Sin forro" forrado
"no estante en la lista" Enumerado
figurativo literal
analfabeto alfabetizado
grabado "no registrado"
Invencible habitable
"Sin moler" Librado
Descargado cargado
"Sin costuras" Franco
general local
Endémico epidemia
Ecdemico epidemia
Endémico Ecdemico
"Sin sombras" Enguantado
"Sin sombrero" "Hatted traducción espanol"
"Sin guía" guiado
"Sin piernas" Patas
ilógico lógico
"No extendido" extendido
Midi mini
maxi mini
maxi Midi
"Sin pérdidas" "Con pérdidas"
corto largo
"al través" longitudinal
"Sin tapa" "Con tapa"
apretado suelto
"Sin restricciones" Constreñido
encontró perdió
salvado perdió
won perdió
suave ruidoso
Delgado completo
forte piano
suave curtido
odioso Adorable
Disgustado gustó
"No amado" Amado
"Sin amor" amoroso
Mayúscula Minúscula
desafortunado suerte
dramático lírica
Deshecho hecho
antimagnético Magnetizado
geográfico magnético
"No magnético" magnético
menor mayor
"menor de edad" mayor
Menos mayúscula
Inmanejable manejable
"Como un hombre" varonil
"Control remoto" tripulado
"no notificado" marcado
"Sin marca" "De marca"
soltero casado
"Sin acoplar" Apareado
femenino masculino
"No femenina" femenino
neutro masculino
neutro femenino
Incomparable Emparejado
inmaterial material
inmaduro maduro
"Sin madurar" maduro
"Todo el año" estacional
inoportuno oportuno
"Sin sazonar" sazonado
prematuro "a término"
mínimo máximo
"No sensible" significativo
inconmensurable mensurable
"Sin carne" carnoso
"No mecánico" mecánico
cascado melodioso
"Sin miembros" Miembro
"Sin minar" minado
"No musical" musical
"Sin fundir" Licuado
despiadado misericordioso
Ametabolo Metabólico
intenso templado
extenso intensivo
"No implicado" involucrado
civil militar
"No militar" militar
"no mitigado" Mitigado
"Sin templar" templado
"Sin templar" Endurecido
inmóvil móvil
"No portables" portátil
inamovible desmontable
no-metalico metálico
"No metamórfico" Metamórfico
inmoderado moderar
"No moderno" moderno
inmodesto modesto
"Sin modificar" modificado
"Sin modulación" modulado
molecular molar
Diclinous Monoclinoso
"de dos sexos" Monócito
"de contrapunto" Monofónico
polígamo monógamo
plurilingüe monolingüe
Multivalente Monovalente
bivalente Univalente
Multivalente Univalente
Multivalente bivalente
"No monotónico" Monótono
polivalente Monovalente
inmoral moral
ilícito lícito
"poco escrupuloso" "de principios"
pocos muchos
pequeño mucho
Menos "mas que"
menos más
menos Más
Menos más
inmortal mortal
Desmotivado Motivado
"Sin motor" motorizado
Inmóvil emocionante
"Sin moverse" emocionante
todavía emocionante
Desaparecido Segado
Desagradable "propio de un buen marinero"
intercontinental continental
internacional nacional
Intraestatal interestatal
antinatural natural
artificial natural
sobrenatural natural
agudo natural
plano natural
plano agudo
próximo último
innecesario necesario
bruto Red
"No sexual" Psiconeurótico
asqueroso bonito
Nidifugous Nídico
innoble noble
"Bajo nacimiento" noble
antinatural normal
anormal normal
Hipotensivo Hipertenso
Normotensivo Hipertenso
Normotensivo Hipotensivo
paranormal normal
sur norte
"del Sur" "del Norte"
"Sin hueso" "de nariz"
inadvertido Notado
"No detectado" Detectado
indeterminado determinado
inocuo nocivo
desobediente obediente
subjetivo "No subjetivo"
"No comprometido" Obligado
facultativo obligar
"No obvio" obvio
"Sin obstrucciones" Obstruido
desocupado ocupado
inofensivo ofensiva
desagradable sabroso
defensivo ofensiva
"Sin ofender" Ofender
"Sin disculpas" apologético
"no oficial" oficial
inconfirmado confirmado
"Sin establecer" establecido
incondicional acondicionado
"Fuera del sitio" "en el sitio"
"en la calle" "Fuera de la calle"
nuevo antiguo
inmaduro antiguo
"dos piezas" "una pieza"
"Tres piezas" "una pieza"
"Tres piezas" "dos piezas"
desconectado "en línea"
apagado en
cancelado en
Offsides "en posición correcta"
"Sin abrir" Desatado
cerrado abierto
cerrado abrió
"Sin espacios" Espaciado
"Sin cerrar" adjunto
"No curtido" bronceado
"no explotado" Tachado
"no operativa" Operacional
inoportuno oportuno
Incompatible Oponible
"Sin oposición" opuesto
alterno opuesto
opuesto alterno
pesimista optimista
Aboral oral
Abactinal Actinal
desordenado ordenado
desordenado ordenado
desestructurado organizado
Desorganizado organizado
"No estructurado" estructurado
extraordinario ordinario
inorgánico orgánico
Atomístico Holístico
Desorganizado arreglado
"Sin orientar" Orientado
Desorientando Orientando
"poco original" original
heterodoxo ortodoxo
interior "afuera de la puerta"
desnudo cubierto
"Sin recubrimiento" saburral
"sin techo" Cubierto
"Sin hojas" frondoso
"Sin soltar" Labios
encubierto abierto
"no pagado" pagado
"sin dolor" doloroso
"Sin pintar" pintado
"Sin alinear" Representado
Impagable Pintable
Desagradable sabroso
impalpable palpable
perpendicular paralela
oblicuo paralela
perpendicular oblicuo
imperdonable perdonable
inexcusable excusable
filial "de los padres"
imparcial parcial
"No particular" Particulado
infranqueable pasable
desapasionado apasionado
presente pasado
futuro pasado
futuro presente
"no nacido" nacido
"Sin par" Pariente
materno paternal
Marido "Me gusta"
impaciente paciente
matriarcal patriarcal
"No patrón" Frecuentado
"Sin embalar" Empaquetado
"Sin asfaltar" pavimentado
antipatriótico patriótico
Impaciente pacífico
Unremorseful arrepentido
Impreciso perceptivo
imperceptible perceptible
imperfecto Perfecto
imperecedero perecedero
impermanente permanente
caduco persistente
irreversible reversible
"No irreversible" reversible
irrevocable revocable
inadmisible permisible
inadmisible admisible
Inadmisible permisivo
preventivo permisivo
"Sin esperarse" perplejo
impersonal personal
disuasivo persuasivo
impenetrable penetrable
impermeable permeable
Impenetrable permeable
apétalo Pétalo
"Sin punciones" Punzable
"No picante" Psicoactivo
mental físico
politeísta monoteísta
impío piadoso
religioso secular
irreligioso religioso
implacable aplacable
estampado "Sin patrón"
lujoso llanura
"No planificado" planificado
Incontrolado estudió
increíble plausible
desagradable agradable
disgustado satisfecho
desagradable agradable
inútil puntiagudo
obtuso agudo
"Sin pulir" pulido
impolítico diplomático
apolítico político
imponderable ponderable
impopular popular
anti Pro
negativo positivo
neutral positivo
neutral negativo
menos más
Desconfirmando Confirmando
imposible posible
impotente potente
impotente poderoso
"Sin poder" motorizado
"Baja tensión" "tension alta"
"No influyente" influyente
Aplacental Placentario
"Sin plantar" Plantado
"Sin plomo" Arado
inculto cultivado
"Sin motear" "en conserva"
"poco práctico" práctico
impreciso preciso
retrasado precoz
impredecible previsible
"Sin premeditación" premeditado
desprevenido preparado
"en el mostrador" prescripción
ausente presente
"Poco ostentoso" ostentoso
"no pretencioso" pretencioso
secundario primario
incidental BASIC
público privado
inclusivo exclusivo
desamparado privilegiado
improductivo productivo
consuntivo generativo
Irreproducible reproducible
"no profesional" profesional
"no profesional" profesional
improductivo rentable
superficial profundo
Opistogmático Hipognático
regresivo progresivo
Impronunciable pronunciable
incorrecto apropiado
Impropio profético
retrospectivo futuro
desprotegido protegido
Desprotector protector
humilde orgulloso
"No probado" demostrado
imprevisor providente
"Sin provocar" provocativo
imprudente prudente
Impuntual puntual
impune Castigado
Rehabilitación punitivo
mestizo "de pura raza"
impuro puro
"Sin contaminar" contaminado
"sin objetivo" útil
"no cualificado" calificado
inexperto entrenado
cuantitativo cualitativo
incuestionable cuestionable
ruidoso tranquilo
inquieto calmo
inquieto tranquilo
"no aleatorio" aleatorio
irracional racional
intelectual emocional
"No racial" racial
"No reactivo" reactivo
"no preparado" Listo
irreal existente
irreal real
nominal real
"poco realista" realista
irrazonable razonable
"No recíproco" recíproco
"Sin refinar" refinado
"Sin procesar" procesada
"Sin tratamiento" Tratado
"Sin aceite" Engrasado
Irrecuperable recuperable
"No regenerado" regenerado
"no registrado" registrado
irregular regular
"No regulado" regulado
irremediable remediable
"No renovable" Renovable
Invariable arrendable
irreparable rectificable
Irrepetible Repetible
"no repetitivo" monótono
indecente imprimible
"No solicitado" pedido
"Sin rímel" rimador
multiforme Invariable
"no PERIODICO" periódico
"no relacionado" relacionado
"no relacionado" "relacionado con"
irrelevante pertinente
desconsiderado "consciente de"
insustituible reemplazable
"no representacional" figurativo
"No representativo" representante
"de mala fama" acreditado
"No receptivo" receptivo
irreconciliable conciliable
"no reservado" reservado
irresistible resistible
irresoluto resuelto
Irrespetuoso respetable
irrespetuoso respetuoso
irresponsable responsable
insensible sensible
desenfrenado contenido
irrestricto restringido
Irrestricto restrictivo
Indolente Recuerdo
"No reticulado" reticular
"No retráctil" aspirante
"No reflexivo" reflexivo
"No reflejado" Reflejado
Irreverente reverberante
irreverente reverente
"No sobrevivido" Revivido
"Sin despertar" Despertado
"Sin autorización" Desordenado
contrarrevolucionario revolucionario
"Poco gratificante" gratificante
"Poco retórico" retórico
"No rítmico" rítmico
Desgarbado acanalado
pobre Rico
"sin dinero" adinerado
insolvente solvente
apoyarse Rico
"sin aros" Bordeado
"Sin manos" entregó
"Sin manija" manejado
zurdo diestro
ambidextro diestro
ambidextro zurdo
centrar derecho
centrar izquierda
"Sin cuernos" "con cuernos"
incorrecto derecho
Injusto justo
frágil robusto
cuadrado circular
angulado redondeado
"En forma de sandía" "En forma de calabaza"
urbano rural
inoxidable Oxidado
"No permitido" santo
profano sagrado
masoquista sádico
peligroso seguro
fuera seguro
Invendible vendible
diferente mismo
otro mismo
insano cuerdo
insaciable harto
Unsarcastic sarcástico
insatisfactorio satisfactorio
Inescrutable Escalable
"Sin celo" erudito
"no científico" científico
"poco escrupuloso" escrupuloso
Inconsciente concienzudo
"Sin sellar" sellado
Desempaquetado envuelto
Inseguros "en buen estado para navegar"
Indigno "en condiciones de vuelo"
"Sin tapar" excusado
Revelando Ocultar
"no sectario" sectario
inseguro "Sin problemas"
inseguro seguro
"Sin seguro" asegurado
Inescindible seductor
altruista egoísta
júnior mayor
"No sensacional" sensacional
insensible sensible
insensible sensible
Desensibilizante Sensibilización
Extrasensorial Sensorial
"No enviado" expedido
articulación separar
antiséptico infectado
Germinar "libre de gérmenes"
purificación Adulterando
frívolo grave
"Poco juicioso" juguetón
"No seleccionado" seleccionado
Inutilizable útil
inestable colocado
"No migratorio" migratorio
Unsexy sexy
"No sexual" sexual
"No castrados" castrado
antiafrodisíaco Afrodisíaco
Anestro Estro
Inestable "bien proporcionado"
"Sin pecho" "Breasted traducción espanol"
desformado formado
incompartible compartido
"Sin afeitar" afeitado
"Sin escuchar" Cortado
desenvainado Envainado
"Sin coser" Shodden
Descalificar Calcada
hipermétrope miope
Inmejorable encogible
invisible "de vista normal"
"no firmado" Firmado
insignificante significativo
"No significativo" significativo
"Sin silenciar" silenciado
compuesto "Sin subdividir"
complejo sencillo
insincero sincero
plural singular
ordinal cardenal
"Sin guión" Guionado
Insumergible Hundible
múltiple soltero
soltero doble
"verdadero Falso" "opción multiple"
"Varios carriles" "Carril único"
"Sin clasificar" Tamaño
"no capacitado" experto
matemático verbal
multa grueso
"sin humo" ahumado
"No deslizante" resbaladizo
"Sin lubricar" Lubricado
"No suave" suave
sacudidas suave
"Unfurrowed traducción" surcado
áspero suave
Suavizar Rayado
insocial social
"no acompañado" acompañado
"Poco agregado" gregario
"sin costura" Cosido
"Sin sembrar" Sembrado
"sin semillas" sórdido
"Sin pulir" Cerrado
"sin mangas" "con mangas"
esquivo sociable
"no vendido" vendido
Solo Suela
líquido sólido
gaseoso sólido
gaseoso líquido
hueco sólido
indisoluble soluble
insoluble soluble
irresoluto resuelto
no algunos
todas algunos
todas no
ingenuo sofisticado
defectuoso sonar
"Sin distracción" efervescente
"No especializado" especializado
"sin carácter" Espinoso
"sin ánimo" enérgico
inducido Autogenerado
escrito hablado
"sin voz" expresado
"no escrito" escrito
consonántico vocálico
Imparable Parable
Nonsyllabic silábico
tónico silábico
cuantitativo silábico
cuantitativo tónico
inestable estable
ligado desconectado
"Sin marcar" escenificado
"no estándar" estándar
"Sin almidón" amiláceo
"sin estrellas" estrellado
Desnutrido Nutrido
inestable estable
"Sin vástago" Derivado
"No estimulante" estimulante
Estimulante depresivo
Asombroso Estomatous
torcido Derecho
Curvado Derecho
Desenrollado enroscado
átono Estresado
inacentuado acentuado
débiles fuerte
dócil "No regenerar"
insubordinado subordinar
fracasado exitoso
insuficiente suficiente
"Sin azúcar" azucarado
inferior superior
subyacente Superjacente
Adscript sobrescrito
Adscript subíndice
"Sin supervisión" Supervisado
"Sin soporte" soportado
"Sin ayuda" Asistido
insolidario apoyo
insuperable superable
"no sorprendido" sorprendido
"No sorprende" sorprendente
Insustible susceptible
Inimpressionable impresionable
"No exento" eximir
"No programado" Programado
seco dulce
agrio dulce
"Sin pulir" Agrietado
insospechado Sospechoso
"Sin barrer" Barrido
Despreciado Jurado
asimétrico simétrico
"simetría bilateral" Actinomorfa
"no simpático" simpático
Alopatric Simpático
Diacrónico Sincrónico
asincrónico sincrónico
asindético Síndico
Antonimo sinónimo
"no sistemático" sistemático
locuaz taciturno
"Sin tocar" diplomático
pequeño alto
salvaje Domesticado
salvaje domar
intangible Tocable
intangible tangible
insípido "de buen gusto"
insípido sabroso
"sin impuestos" "No exento"
intemperante templado
flojo tiempo
relajado tiempo
extraterritorial territorial
"No territorial" territorial
Termoendurecible Termoplástico
Delgado grueso
inconcebible "que puede pensar"
desconsiderado pensativo
antieconómico ahorrativo
desordenado ordenado
"Sin pulir" Preparado
Desnudo cardado
"Sin entonar" "De madera"
"sin tono" Entonado
"Sin palabras" "De lengua"
Desvinculado Inclinado
Descansado cansado
intolerable tolerable
intolerante tolerante
"Sin clave" tonal
"sin dientes" Dentado
fondo "parte superior"
lado "parte superior"
lado fondo
top-less Cubierto
"sin fondo" "De fondo"
"de abajo hacia arriba" "De arriba hacia abajo"
polar ecuatorial
intestado testado
"Sin tocar" tocado
oferta difícil
"Sin diluir" Endurecido
"no tóxico" tóxico
intratable Manipulable
"a la carta" "Mesa de huéspedes"
Intratable Trazable
"Sin rastro" Rastreado
"Sin recorrer" viajado
"Sin recortar" Recortado
"Sin problemas" preocupado
falso cierto
desconfiado confiado
"indigno de confianza" confiable
"sin cámara" Tubed
Untucked Doblado
"no cesado" convertido
Atípico típico
Overhanded Oculto
subsuperficie superficie
"gastos generales" superficie
"gastos generales" subsuperficie
"No sumergible" sumergible
"sin lágrimas" lloroso
"ninguna unión" Unión
Multíparo Uniparous
bipolar Unipolar
dividido unido
congénito Agregar
Bivalvedo Univalve
Descendente Ascendiendo
"que cae" creciente
Anticlimático Climático
Downmarket "Alto nivel"
intransitivo transitivo
intraducible Traducible
Unguiculated Ungulado
abajo "piso de arriba"
"Mal utilizado" usado
inútil útil
Distópico utópico
inválido válido
"sin valor" valioso
invariable variable
Invariable variado
Revelado velado
"Sin ventilar" Ventilado
invertebrado vertebrado
inviolable violable
"no violento" violento
malvado virtuoso
invisible visible
ovíparo "Rodamiento vivo"
Ovovípara "Rodamiento vivo"
Ovovípara ovíparo
"No volátil" volátil
"No voluntario" voluntario
involuntario voluntario
invulnerable vulnerable
"no deseado" querido
guay calentar
"sangre fría" "De sangre caliente"
"corazón frío" Cálido
"No lavable" lavable
"Sin encerar" Encerado
decreciente creciente
deflacionista inflacionista
"No destetado" Destetado
Incontenible usable
"Sin maleza" Maleza
molesto Bienvenido
enfermos bien
seco mojado
seco Lactando
anhidro Hidratado
"Sin rodillas" Rodado
"collar azul" "de cuello blanco"
insalubre saludable
estrecho ancho
estrecho amplio
Inmanejable Manejable
"Sin punta" Pelado
reacio complaciente
"sin alas" "con alas"
inalámbrico Cableado
tonto sabio
"Sin madurar" enselvado
"No pulido" leñoso
espiritual temporal
"Sin tejer" Tejido
nuevo pasado
"indigno de" digno
Hídrico Xérico
Mesico Xérico
Mesico Hídrico
Azonal zonal
Pleurocarpo Acrocárpico
Fóssil Cursorial
Heterocercal Homocercal
Unwebbed palmeado
"Sin cara" Facetado
Contralateral Ipsilateral
Reentrante saliente
retroactivo proactivo
"Rh negativo" "Rh positivo"
Sincategoría Categorematic
Nomotético Idiográfico
"Pro vida" Pro-elección
"No bautizado" bautizado
maligno benigno
Calcifugoso Calcícola
"No invertible" Invertible
Inmunodeficiente Inmunocompetente
Xenogénico Alogénico
Cortocircuito "De largo estimulado"
"Sin cáscara" Descascarado
"Sin mandíbula" "Con la mandíbula"
"Sin piel" Pelado
"No flor" floración
Aditivo Abiente
Catódico anódico
Heterotrófico Autotrófico
Abrazar Brazalete
Intracelular Extracelular
Eremita Coenobitico
Palingenético Cenogenético
Acromatínico Cromatina
omnidireccional direccional
eugenésico Cacógeno
Afebril febril
"No ficción" ficticio
Desvalido Preocupado
"No armónico" armónico
"No iónico" iónico
"Sin mielina" Mielinizado
Sintagmático paradigmático
"No pasar" Paserela
"No fotosintético" Fotosintético
"No rumiante" rumiante
"No esférico" esférico
"No esteroideo" Esteroidal
"No supurativo" Supurante
temático "No temático"
"no térmica" térmico
instrumental vocal
Hidrocinético hidrostático
"No espacial" espacial
"No lingüístico" lingüístico
"del dolor de la cabeza" caudal
"No financiero" financiero
Procariota Eucariótico
Avascular vascular
Multinucleado Uninucleado
"No quirúrgico" quirúrgico
Exocrino Endocrino
Ahistórico histórico
Proamerica Antiamericano
Catiónico Aniónico
inquisitorial acusatorio
Postnupcial prenupcial
Intradepartamental Interdepartamental
alopático homeopático
Traducción "No traductivo"
"Sin vengarse" Vengado
"No colectado" recogido
incontestado Impugnado
"Sin llenar" lleno
"Sin maltratar" malteado
"No presentado" Planteado
Insaponificado Saponificado
odio amor
adulto niño
opuesto alterno
emitir absorber
estribillo acto
discrepar "de acuerdo"
posfechar preceder
desafiar "Prestarse a sí mismo"
rendimiento estar
desequilibrar equilibrar
satisfacer "faltar de"
"Conformarse a" violar
perder tener
tener ausencia
evitar necesitar
sucumbir sobrevivir
fin empezar
fallar gestionar
Descolonizar colonizar
defender enjuiciar
guardar guardar
eximir "hacer cumplir"
deshonra honor
fallar "tener éxito"
comportarse "portarse mal"
Desregular regular
rechazar admitir
confinar gratis
legalizar proscrito
legalizar proscrito
Despenalizar Criminalizar
recordar problema
unir dividir
patrocinar boicotear
evitar dejar
admitir excluir
Descertificar certificar
Desorganizar organizar
abolir establecer
ocioso trabajo
alquiler fuego
preceder "tener éxito"
degradar promover
invertir despojar
perder Reclamación
perder "cubrir los gastos"
perder lucro
perder guardar
perder encontrar
"cubrir los gastos" lucro
conservar residuos
permitir negar
defecto paga
vender comprar
desperdicios aceptar
agrio endulzar
desorientar orientar
esconder espectáculo
desodorizar Olor
sensibilizar Desensibilidad
expandir contrato
prisa persistir
entrar salida
salir llegar
permanecer salir
espalda avanzar
alejarse avanzar
lavabo flotador
acostarse surgir
siéntate surgir
aumento inferior
descender ascender
otoño subir
conjunto subir
"salir de un salto" subir
reflujo marea
empujar Halar
comienzo detener
permanecer movimiento
ven ir
"Permanecer en el lugar" viajar
despreciar admirar
envidiar deseo
desalentar animar
desencantar encantar
desagradar "Por favor"
deprimir regocijado
sobrecargar aligerar
repeler atraer
calma agitar
"actuar sin garra" sobreactuar
nivel aumento
desmontar armar
desplegar doblez
mentira sentar
mentira estar
estar sentar
"lavar a maquina" "lavado a mano"
sucio limpiar
desalojar presentar
seguir seguir
ocioso correr
relajarse viento
desenmarañar enmarañar
nudo Unknot
Unbraid trenza
Deshilachar tejido
Desenredar enroscarse
desensillar sillín
desahogarse carga
deshacer paquete
Unbox caja
Unstuff cosas
Desatascar obstruir
obstruir gratis
"Deja ir" sostener
desenredar enredar
Desnudar gruñido
"para llevar" traer
descorchar corcho
desenchufar enchufar
descomprimir comprimir
reunir untado
descanso reparar
desacoplar Pareja
unirse separar
Corbata desatar
desenvolver envolver
enderezar curva
"poner áspero" suave
afilar aburrido
perder golpear
Desenredar giro
"vivir fuera" "vivir en"
"comer fuera" "Comer en"
resistir Rendición
retroceder ganancia
desmilitarizar Militarizar
descarga conseguir
movilizar desmovilizar
desarmar brazo
abandonar entrar
abrir "de cerca"
generalizar especificar
borrar grabar
descodificar codificar
perforar "golpe en"
voz Devoción
ofuscar aclarar
callar hablar
quejar animar
condenar absolver
desobligar obligar
halagar menospreciar
profanar consagrar
bendecir maldición
abucheo aplaudir
alabanza criticar
"sacar de engaño" engañar
subestimar exagerar
repudiar confesar
admitir negar
disentimiento asentir
permiso prohibir
permitir rechazar
subestimar sobrevalorar
desestimar estima
confianza desconfianza
indisponer disponer
refutar probar
negar afirmar
Sintetizar analizar
dividir multiplicar
sustraer añadir
"asistir a" negligencia
olvidar mente
ignorar saber
Orientalise Occidentalizar
exagerar minimizar
habilitar inhabilitar
integrar desintegrarse
sesgar alinear
retrasar prisa
cuajarse Homogenizar
cuajarse homogenizar
llenar vacío
endurecer ablandar
especializarse diversificar
especializarse diversificar
menguar cera
espesar Delgado
