
##<<GERMAN 
concept: ~numberoperator()
"nicht überzeugend" überzeugend
roh gekocht
unkooperativ Kooperative
unbestechlich korrupt
antagonistisch synergistische
unbeträchtlich beträchtlich
unwesentliche erheblich
"kein Material" Material
unbodied Körper
unbrainwashed gehirngewaschen
unkörperlich körperlich
falsch richtig
falsch richtig
unkorrigiert korrigiert
unverbesserlich korrigierbar
Provinz kosmopolitisch
Abführmittel verstopft
unconstipated verstopft
rücksichtslos rücksichtsvoll
unhöflich höflich
unhöflich höflich
unhöflich höflich
siderisch bürgerlich
unkreativ originative
"nicht zu fassen" glaubhaft
ungläubig leichtgläubig
unkritisch kritisch
unvoreingenommen wertend
"nicht kritisch" kritisch
uncrossed gekreuzt
walleyed schiel
ungekrönte gekrönt
noncrucial wichtig
unkristallisiertem kristallisiert
eindimensionale dreidimensionale
zweidimensionale dreidimensionale
zweidimensionale eindimensionale
multidimensional eindimensionale
ungeschnitten schneiden
incurious neugierig
Langfristigen Strom
gesegnet verflucht
unendowed ausgestattet
vorhang curtained
Ready-made "Mass angefertigt"
"maschinell hergestellt" handgemacht
"Fabrik hergestellt" hausgemachte
azyklische zyklisch
Open-Kette zyklisch
azyklische zyklisch
"alle zwei Jahre" "ein Jahr"
Staude "ein Jahr"
Staude "alle zwei Jahre"
nächtlich tagaktiv
unbeschädigt beschädigt
undatierbaren datierbar
Hören taub
unanständig anständig
unentschlossen entscheidend
Fragewort deklarative
"nicht angemeldete" erklärt
unschicklich schicklich
"nicht abzugsfähig" absetzbar
flach tief
"de jure" "de facto"
indefeasible anfechtbar
unbesiegt besiegt
konform noncompliant
undefiniert definiert
"schlecht definiert" "gut definiert"
unabgeleitetes "abgeleitet sind"
uninflected gebeugte
unbestimmt definitive
indehiscent dehiscent
begeistert niedergeschlagen
robust zart
unzerbrechlich zerbrechlich
anspruchslos fordern
flehend Imperativ
undemokratisch demokratisch
nonarbitrary willkürlich
undemonstrative demonstrativ
unbestreitbar deniable
connotative denotativen
unzuverlässig zuverlässig
unabhängig abhängig
untergeordnet unabhängig
überparteiliche Partisan
nonaligned ausgerichtet
normativ beschreibend
undescriptive beschreibend
unerwünscht wünschenswert
konserviert "kaputt gemacht"
unzerstörbar zerstörbar
unbestimmbar bestimmbar
unbestimmt bestimmt
unentwickelt entwickelt
sinistral dextral
adiabatische diabatischer
undifferenziert differenziert
einfach schwer
plantigrade digitigrade
unwürdig würdiger
unstaatsmännisch staatsmännisch
unpresidential Präsidentschafts
monokotylen dikotylen
fahrlässig fleißig
unverdünnt verdünnt
ungesättigt konzentriert
undiplomatisch diplomatical
antagonistisch versöhnlich
indirekt direkt
abwechselnd direkt
inverse direkt
rückläufig direkt
vermitteln unmittelbar
undiscerning erkennenden
indiskret diskret
unterschiedslos diskriminieren
undiscriminating diskriminierende
nondisposable Einweg
nonreturnable Mehrweg
proximal distal
mesial distal
undeutlich verschieden
unfokussiert fokussiert
undiversified diversifiziert
unteilbar teilbar
"ohne Papiere" dokumentiert
unterwürfig herrschsüchtig
unsubmissive unterwürfig
untergeordnet Dominant
rezessiv Dominant
doppelläufige "mit einem Lauf"
Einreiher zweireihig
undramatisch dramatisch
unactable actable
untheatrical theatralisch
ungenießbar trinkbar
nüchtern berauscht
scharf stumpf
ereignislos ereignisreich
Leben sterben
stumpf lebhaft
undynamischer dynamische
uneager eifrig
earless Ohr
Mitte früh
spät früh
spät Mitte
später früh
unearned verdient
unruhig einfach
West Osten
östlichen Western
endomorphischen ectomorphic
mesomorphe ectomorphic
mesomorphe endomorphischen
ungenießbar genießbaren
ungebildet gebildet
innumerate numerate
unwirksam operative
unwirksam wirksam
mühelos effortful
inefficacious wirksam
ineffizient effizient
unforceful kraftvoll
unelastisch elastisch
appointive Wahl
unassigned zugeordnet
obligatorisch optional
unelegant elegant
"nicht zulässig" "förderfähig sind"
emotionslos emotional
theoretisch empirisch
"angewendet wird" theoretisch
Selbstständiger Angestellte
arbeitslos beschäftigt
unemployable verwendbar
entzaubert verzaubert
entmutigend ermutigend
unbelastet belastet
unburdened belastet
exocentric endocentric
exogame endogamous
endogamous autogam
exogame autogam
Energie-Releasing energieabsorbierenden
"Wärme abgebenden" wärmeabsorbierenden
exogenen endogene
run-on "endständig blockierte"
unenrgetic energisch
entrechtet enfranchised
unexportable exportierbare
nonexploratory Sondierungs
uninquisitive erkundigt
verringert erhöht
irreduzible reduzierbar
unaufgeklärt erleuchtet
nonenterprising unternehmend
unenthusiastic begeistert
undesirous begierig
epizoic entozoic
ungleich gleich
unausgeglichen ausgewogen
hypertonisch isosmotische
hypotone isosmotische
hypotone hypertonisch
eindeutig zweideutig
unausrottbar eradicable
exoteric esoterisch
unwesentlich wesentlich
unverzichtbar entbehrlich
verächtlich schätzbar
unethisch ethischen
uncomplimentary kostenlos
uncomplimentary schmeichelhaft
dysphemistic euphemistisch
beunruhigt euphorisch
uneben sogar
Laub immergrün
ungenau genau
unexchangeable austauschbar
unerregbar erregbar
unexcited aufgeregt
unexciting aufregend
belastendes entlastende
unerschöpflich exhaustible
unexhausted erschöpft
"nicht existent" existent
nonextant vorhanden
unerwartet erwartet
unzweckmäßig zweckmäßig
unexpendable entbehrlich
preiswert teuer
unerfahren erfahren
"nicht abgelaufen" abgelaufen
unverständlich erklärbar
inexplicit ausgedrückt
ungenutzt ausgebeutet
unaussprechlich ausdrückbar
nonprotractile erweiterbar
unentwirrbaren herausziehbare
gerupft gebeugt
fingerless gefingert
unexpansive expansive
unauslöschlich löschbar
intern extern
innere äußere
innere "nach außen"
eyeless Augen
unspielbar spielbar
Foul Messe
unfair Messe
ungerecht gerecht
untreu treu
illoyal treu
unfehlbar fehlbar
ungewohnt familiär
familiär komisch
unmodern modern
stillos modern
langsam schnell
unfastidious anspruchsvolle
dünn Fett
fettfrei Fett
nonfatal tödlich
unheilbar heilbar
unergründlich fathomable
ungünstig günstig
unfeathered gefiederten
unglücklich felicitous
unfertile fruchtbar
unvollendet fertig
unendlich endlich
"nicht endlich" endlich
Schließen Öffnung
letzte zuerst
Terminal mittlere
zweite zuerst
nicht-spaltbaren spaltbar
"nicht spaltbaren" spaltbares
untauglich passen
contrasty Wohnung
unflexibel flexibel
beeinträchtigen kompromisslos
nonrigid starr
unadaptable anpassungsfähig
orthotropous campylotropous
amphitropous anatropous
Gerade lockig
footless Pfoten
toeless toed
splayfooted Taube-toed
achtern Vordergrund
backhanded forehanded
Adoptiv nativen
nativen fremd
nonnative Ureinwohner
inländisch fremd
undomestic inländisch
unvergesslich vergesslichen
unversöhnlich versöhnlich
informell formal
unglücklich glücklich
"unangenehm riechend" duftend
geruchlos Geruchsstoffe
geruchlos duftend
gebunden frei
unfixierten fest
unfrei frei
selten häufig
abgestanden frisch
konserviert frisch
salzig frisch
unfreundlich freundlich
ungefroren gefroren
unfruchtbar fruchtbar
leer voll
undrained abgelassen
Teilzeit Vollzeit
"nicht funktionsfähig" funktionell
Fehlfunktionen Funktion
organisch funktionell
unrigged "in Ordnung gebracht"
unbestückt "ausgestattet ist"
unfledged flügge
ungerahmt gerahmt
unmöbliert möbliert
ungedeckten "finanziert werden"
unfueled getankt
"nicht spezifiziert" angegeben
ungeared ausgerichtet
spezifisch General
unspezifisch spezifisch
lokal National
endemisch "weit verbreitet"
abranchiate Branchiate
einheitliche Bundes
dezentral zentralisiert
nontechnical technisch
proprietäre nonproprietary
kleinlich großzügig
meanspirited großzügig
fälschen Original
heliozentrisch geozentrisch
unbegabt begabt
unglasiert glasiert
glassless verglast
unrühmlich glorreiche
"No Go" gehen
schlecht gut
böse gut
boshaft gutmütig
peinlich anmutig
ungnädig gnädig
plötzlich allmähliche
steil allmähliche
ungrammatisch grammatische
undankbar dankbar
diploiden haploidic
polyploid haploidic
polyploid diploiden
unzufrieden glücklich
unregretting bedauernd
weich hart
diffundiert konzentriert
weichherzig hardhearted
"nicht alkoholisch" Alkoholiker
schädlich harmlos
unharmonisch harmonisch
unhealthful gesund
operative medizinisch
inoperable "betreibbar ist"
fieberverhütenden pyretic
ungesund gesund
schleimiges trocken
irdischen paradiesisch
unverdaulich verdaulich
kopflos geleitet
unheaded geleitet
Licht schwer
schwerelos gewichtig
Schwerlast Licht-Pflicht
schwerfüßig leichtfüßig
aufpassen achtlos
disqualifizieren ermöglichen
"nicht hilfreich" hilfreich
zygodactyl heterodactyl
homogen heterogen
heterozygot homozygot
homosexuellen heterosexuell
bisexuell heterosexuell
bisexuell homosexuellen
nicht-hierarchischer hierarchische
gesenkt angehoben
Low-Tech Hightech
neckless Hals
platt Decken
High-schäumende Low-schäumende
"hohes Interesse" zinsgünstige
dumpfes schrilles
nonimitative nachahmenden
nonechoic onomatopoeical
"niedrige Auflösung" "hohe Auflösung"
"schwacher Anstieg" Hoch
"ein Weg" Zuhause
heterologe homolog
autologe homolog
autologe heterologe
analog homolog
heterolog homolog
analog heterolog
Walmdach Giebeln
hipless Walmdach
unehrenhaft ehrenwert
unwahr wahrhaftig
unehrenhaft ehrenwert
hoffnungslos hoffnungsvoll
noninstitutionalized institutionalisiert
"nicht institutionelle" institutionellen
de-Jodierung Jodierung
untröstlich consol
aufrecht horizontal
geneigt horizontal
geneigt aufrecht
unerect vertikal
Sitzung Stehen
Laufen Stehen
Vorbeigehen Laufen
unwirtlich gastfreundlich
gütliche feindlich
kalt heiß
sommerlich vernalis
herbstlich vernalis
winterlicher vernalis
herbstlich sommerlich
winterlicher sommerlich
winterlicher herbstlich
unmenschlich Mensch
subhuman übermenschlich
unmenschlich human
humorlos humorvoll
durstig hungrig
gemächlichen eilte
"nicht identifizierbar" identifizierbar
transeunt subjektiv
unbeeinträchtigt "beeinträchtigt wird"
unwichtig wichtig
unscheinbar beeindruckend
unmerklich bemerkbar
unimproved verbessert
uncleared gelöscht
exaugural Antritts
Außenbord "nach innen gerichtet"
Auszucht angeboren
abgeneigt geneigt
abgehend eingehend
deduktiv induktiv
nonindulgent nachsichtig
nonindustrial Industrie
"Nicht ansteckend" infektiös
supernal infernal
uninformativ informativ
agnostical Gnostiker
"nicht informiert" informiert
unaufrichtig ingenuous
unbewohnt bewohnt
"nicht vererbbaren" vererbbar
ungehemmt gehemmt
uninjectable injizierbare
unverletzt verletzt
schuldig "reinigen Händen"
uninteressant inspirierend
unanschaulich lehrreich
unenlightening erhellend
unintegrierten integriert
"nicht integrierte" integriert
ungemischte vermischt
uncombined kombiniert
disintegrative integrative
nonintellectual geistigen
unintelligent intelligent
unverständlich verständlich
unbeabsichtigt beabsichtigt
undesigned absichtliche
Moderieren "zu vertiefen"
innerartliche zwischenartliche
uninteressiert interessiert
uninteressant interessant
extramuralen intramurales
"ultra vires" "intra vires"
extrinsische intrinsical
extrospective "Selbst untersuchen"
extroversive introversive
ambiversive introversive
ambiversive extroversive
"nicht aufdringlich" aufdringlich
protrusive aufdringlich
sedimentär eruptiv
extrusive aufdringlich
beschränkt invasive
nicht-invasiv invasive
schwächend belebend
"wenig einladend" einladend
"in vivo" "in vitro"
unironed gebügelt
falten faltig
anisotropen isotropous
traurig froh
traurig froh
freudlos fröhlich
juiceless saftig
ungerecht gerade
unverdient verdient
Keyless verkeilten
"nicht nett" Art
unerkennbar cognoscible
unbekannt bekannt
ununderstood verstanden
unmarkierten markiert
unbeklagt beklagt
unlaurelled laurelled
wenig groß
geringer "größer ist"
rechtswidrig rechtmäßig
bleifrei verbleit
fest undicht
uncaulked verstemmt
ungesäuert gesäuert
illegal legal
unleserlich lesbar
entziffert entziffert
Adoptiv biologische
illegitim legitim
catarrhinian leptorrhinian
platyrrhinian leptorrhinian
platyrrhinian catarrhinian
eusporangiate leptosporangiate
unähnlich ähnlich
"nicht wie" mögen
unwahrscheinlich wahrscheinlich
unwahrscheinlich wahrscheinlich
limbless limbed
unbegrenzt begrenzt
Sicherheit "in gerader Linie"
nichtlineare Zusatzstoff
ungefüttert ausgekleidet
"nicht angeführt sind" "aufgeführt sind"
figurative wörtliche
Analphabet "lesen und schreiben"
verzeichnet "nicht eingetragen"
unbewohnbar lebenswerteste
unliveried livrierten
entladen geladen
loamless lehmig
General lokal
endemischen Epidemie
ecdemic Epidemie
endemischen ecdemic
gloveless behandschuhten
"ohne Hut" hatted
ungelenkte "geführt wird"
"ohne Beine" legged
unlogisch logisch
unextended verlängert
Midi Mini
maxi Mini
maxi Midi
lossless verlustbehaftete
kurz lange
quer längs
"ohne Deckel" lidded
fest lose
unverengten schnürt
gefunden "hat verloren"
Gerettet "hat verloren"
gewonnen "hat verloren"
weich laut
dünn voll
Stärke Klavier
weich gehärtet
verhasst liebenswerter
unbeliebt gefallen
ungeliebt liebte
lieblos liebend
Groß Klein
luckless glücklich
dramatisch lyrisch
Naturweg gemacht
antimagnetischem magnetisiert
geographische magnetisch
nicht-magnetischen magnetisch
geringer Haupt
minderjährig Haupt
minuscular Majuskel
unüberschaubar überschaubar
unmanlike manlike
Ferngesteuert besetzt
unmarkiert markiert
Markenlos gebrandmarkt
unverheiratet verheiratet
unmated gepaart
feminin männlich
unweiblich feminin
kastrieren männlich
kastrieren feminin
"nicht übereinstimmen" abgestimmt
immateriell Material
unreif reifen
gereifter reifen
"Jahr um" saisonal
unseasonable season
ungewürzt gewürzt
verfrüht "volle Amtszeit"
minimal maximal
nonmeaningful sinnvoll
unermesslich messbar
fleischlos fleischig
nicht-mechanische mechanisch
unmelodischen melodiös
memberless "gliedrig sind"
unmined abgebaut
unmusikalische Musical
unmelted verflüssigtes
unbarmherzig barmherzig
ametabolous metabolous
intensiv mild
umfangreich intensive
unbeteiligt beteiligt
Zivilist Militär
nicht-militärischen Militär
unmitigated gemildert
ungehärtet temperiert
ungehärtet Einscheiben
unbeweglich Mobile
unportable portable
unabsetzbar abnehmbar
nichtmetallischer metallisch
nonmetamorphic metamorphen
unmäßig mäßig
nonmodern modern
unbescheiden bescheiden
unverändert geändert
unmoduliert moduliert
Molekular molaren
diclinous monoclinous
zweihäusig monoecious
kontrapunktisch monophon
polygam monogam
mehrsprachig einsprachig
mehrwertige einwertiger
bivalent univalent
mehrwertige univalent
mehrwertige bivalent
"nicht monotone" monotone
polyvalente einwertiger
unmoralisch Moral
illegalen erlaubt
prinzipienlos prinzipien
wenige viele
wenig viel
Weniger "mehr als"
"am wenigsten" "die meisten"
weniger Mehr
wenigsten "die meisten"
unsterblich sterblich
unmotiviert motiviert
unmotorized motorisiert
unbewegt "zu bewegen"
unbewegten "zu bewegen"
"immer noch" "zu bewegen"
unmown gemäht
unseamanlike seemännische
Interkontinental kontinental
International National
innerstaatliches Interstate
unnatürlich natürlich
künstlich natürlich
Übernatürlichen natürlich
scharf natürlich
Wohnung natürlich
Wohnung scharf
nahe ultimative
"nicht notwendig" notwendig
brutto nett
unneurotic psychoneurotic
böse nett
nidifugous Nesthocker
unedle edel
"von niedriger Geburt" edel
unnatürlich normal
abnormal normal
hypotensive hypertensive
normotensiven hypertensive
normotensiven hypotensive
paranormal normal
Süd Norden
Süd Norden
noseless nosed
unbemerkt bemerkt
unentdeckt "erfaßt wird"
unbestimmt entschlossen
harmlos schädliche
ungehorsam gehorsam
subjektiv nichtsubjektiven
unobligated verpflichtet
fakultatives verpflichten
unobvious offensichtlich
ungehindert behindert
unbewohnt belegt
harmlos beleidigend
unappetitliche Bohnenkraut
Defensive beleidigend
harmlos säumige
unapologetic entschuldigend
inoffizielle offiziell
unbestätigt bestätigt
unestablished etabliert
Unbedingte Anlage
Off-Site "vor Ort"
"auf der Straße" "abseits der Straße"
neu alt
unreif alt
"zwei Stück" "ein Stück"
dreiteilige "ein Stück"
dreiteilige "zwei Stück"
offline online
aus auf
abgebrochen auf
offsides onside
unopen unfastened
abgeschlossen öffnen
abgeschlossen geöffnet
unspaced "beabstandet sind"
unenclosed Anbei
ungegerbte "Braun gebrannt"
ungenutzt geklopft
"nicht betriebsbereit" betriebsbereit
ungelegen opportun
unopposable opposable
"ohne Widerstand" entgegengesetzt
wechseln Gegenteil
Gegenteil wechseln
pessimistisch optimistisch
aboral Oral
abactinal actinal
ungeordnete ordentlich
ungeordnet bestellt
desorganisiert organisiert
unorganisiert organisiert
unstrukturierten strukturiert
außergewöhnlich gewöhnlichen
anorganisch organisch
atomistical holistisch
"Unordnung gebracht" "vereinbart worden"
unorientierten orientiert
desorientierenden orientieren
unoriginell Original
unorthodox orthodox
Innen "aus der Tür"
blank bedeckt
ungestrichene beschichtet
"ohne Dach" überdacht
blattlos belaubt
unlipped Lippen
verdeckte offenkundige
unbezahlte bezahlt
schmerzlos schmerzlich
unbemalt gemalt
undelineated repräsentiert
unpaintable lackierbar
ungenießbar schmackhaft
ungreifbar fühlbar
aufrecht parallel
schräg parallel
aufrecht schräg
unverzeihlich verzeihlich
unentschuldbar entschuldbar
kindliche Eltern
unparteiisch teilweise
nichtpartikulären Partikel
unpassierbar befahrbar
leidenschaftslos leidenschaftlich
Geschenk Vergangenheit
Zukunft Vergangenheit
Zukunft Geschenk
ungeborenen geboren
unparented parented
mütterliche väterlicherseits
husbandly wifelike
ungeduldig geduldig
matriarchalen patriarchalisch
unpatronized bevormundet
unverpackter verpackt
ungepflastert gepflastert
unpatriotisch patriotisch
unpeaceful friedlich
unremorseful reuigen
unperceptive perceptive
unmerklich wahrnehmbar
unvollkommen perfekt
unvergänglich verderblich
unbeständig permanent
caducous persistent
irreversibel reversibel
nonreversible reversibel
unwiderruflich widerruflich
unzulässig zulässig
unzulässig zulässig
unpermissive permissive
präventiven permissive
unperplexed verwirrt
unpersönlich persönlich
"abschreckend sind" überzeugend
undurchdringlich durchdringbaren
undurchlässig durchlässig
imperviable durchlässig
apetalous petalous
punctureless durchstechbaren
nonpsychoactive psychotrope
mental physisch
polytheistischen monotheistic
gottlos fromm
religiös weltlich
irreligiös religiös
unerbittlich placable
gemustert ungemustert
schick Ebene
ungeplant geplant
uncontrived studierte
unglaubwürdig plausibel
unangenehm angenehm
unzufrieden zufrieden
unangenehm erfreulich
zwecklos spitz
stumpf acute
unpoliert poliert
unklug Politik
unpolitisch politische
unwägbar wägbar
unpopulär Beliebt
Anti Profi
Negativ positiv
neutral positiv
neutral Negativ
Minus Plus
disconfirming "bestätigt wird"
unmöglich möglich
impotent potent
machtlos mächtig
unpowered angetrieben
Niederspannung Hochspannung
uninfluential einflussreich
aplacental Plazenta
unplanted gepflanzt
ungepflügte gepflügt
unkultiviert kultiviert
"nicht vergossen" eingetopft
unpraktisch praktisch
ungenau präzise
verzögert altklug
unberechenbar vorhersagbar
unpremeditated vorsätzlich
unvorbereitet bereit
"über den Ladentisch" Rezept
abwesend Geschenk
schlicht protzig
anspruchslos protzig
Sekundär primär
nebensächlich Basic
Öffentlichkeit Privatgelände
inklusive exklusiv
"benachteiligten Bevölkerungsgruppen" privilegiert
unproduktiv produktiv
consumptive generativ
unreproducible reproduzierbar
nonprofessional Professional
unprofessionell Professional
unrentabel profitabel
oberflächlich profunde
opisthognathous hypognathous
regressiv progressive
unaussprechlich aussprechbar
unsachgemäße ordnungsgemäße
unprophetic prophetische
Retrospektive prospektiv
ungeschützt geschützt
unprotective Schutz
demütigen stolz
unbewiesen bewiesen
improvident provident
unprovocative provokativ
unklug klug
unpünktlich pünktlich
unbestraft bestraft
rehabilitative Straf
gekreuzt reinrassig
unrein rein
unberührte "kontaminiert ist"
zwecklos gezielte
unqualifiziert qualifiziert
ungeübte trainiert
quantitative qualitative
"außer Frage" fraglich
laut ruhig
unruhig reposeful
unruhig ruhig
"nicht zufällig" zufällig
irrational rational
geistigen emotional
nonracial Rassen
"nicht reaktiv" reaktiv
unfertig bereit
unwirklich existent
unwirklich echt
nominal echt
unrealistisch realistisch
unvernünftig vernünftig
nichtreziproke reziproke
"nicht raffiniert" raffiniert
"nicht verarbeitete" verarbeitet
unbehandelt behandelt
unoiled geölt
unrecoverable "einbringbar sind"
"nicht regenerierten" regenerieren
unregistrierte Eingetragen
irregulär regulär
"nicht reglementiert" geregelt
unheilbar behebbar
"nicht erneuerbar" verlängerbar
unrentable vermietbare
"nicht reparierbar" rectifiable
unwiederholbar wiederholbar
nichtrepetitiven repetitious
unprintable bedruckbar
unaufgeforderte "gefordert wurde"
reimlosen reimen
vielgestaltig unvarying
"nicht periodisch" Zeitschrift
"ohne Beziehung" bezogen
"ohne Beziehung" bezüglich
irrelevant relevant
unachtsam achtsam
unersetzlich austauschbar
"nicht repräsentativ" gegenständlich
"nicht repräsentativ" Vertreter
anrüchig seriösen
unempfänglich empfänglich
unvereinbar "in Einklang zu bringen"
vorbehaltlos reserviert
unwiderstehlich resistible
unentschlossen entschlossen
unanständig anständig
respektlos respektvoll
unverantwortlich verantwortlich
"nicht reagiert" anspricht
hemmungslos zurückhaltend
uneingeschränkt beschränkt
unrestrictive restriktiv
unretentive erinnernden
nonreticulate retikulieren
nonretractable einziehbar
"nicht reflektierende" reflektierend
unreflektiert reflektiert
unreverberant halligen
respektlos andächtig
unrevived wiederbelebt
unawakened geweckt
unawed awestricken
konter revolutionär
undankbar lohnend
unrhetorical rhetorisch
unrhythmisches rhythmisch
rippenlosen gerippt
Arm Reich
moneyless moneyed
zahlungsunfähig Lösungsmittel
lehnen Reich
randlos umrandeten
handless handed
handleless abgewickelt
linkshändig Rechtshändig
beidhändig Rechtshändig
beidhändig linkshändig
Center Recht
Center links
hornlos gehörnt
falsch Recht
Ungerechte gerecht
gebrechlich robust
Platz kreisförmig
angulate gerundet
"Wassermelone förmig" Kürbis-förmigen
städtisch "dem Land"
rustless verrostet
unhallowed heilig
entweihen heilig
masochistisch sadistisch
gefährlich Safe
aus Safe
unverkäuflich verkäuflich
anders gleich
andere gleich
wahnsinnig gesund
unersättlich gestillt
unsarcastic sarkastisch
ungenügend "zufrieden stellend"
unbesteigbar skalierbar
unwissenschaftlich wissenschaftliche
unwissenschaftlich wissenschaftliche
skrupellosen gewissenhaft
unconscientious gewissenhaft
entsiegelt versiegelt
ungeöffneten gewickelt
unseaworthy seetüchtig
unairworthy lufttüchtig
unconcealed verborgen
enthüllt verbergen
nonsectarian sektiererische
unsicher ungetrübt
unsicher sichern
unversichert versichert
unseductive verführerisch
selbstlos egoistisch
Junior Senior
unspektakuläre sensationell
unempfänglich empfindlich
unempfindlich empfindlich
Desensibilisierung sensibilisierend
extrasensory sensorische
unsent "gesendet wird"
Joint getrennte
Antiseptikum infiziert
germy germfree
Reinigung Verfälschungs
frivol ernst
unplayful spielerisch
"nicht ausgewählten" ausgewählt
unbrauchbar "gewartet werden"
verunsichert angesiedelt
nicht-wandernd wandernd
unsexy sexy
nonsexual sexuelle
"nicht kastrierten" kastriert
anaphrodisiac aphrodisiacal
Anöstrus estrous
unförmig formschön
busen breasted
ungeformt gebildet
ungeteilt geteilt
unrasiert rasiert
ungescherter geschert
unsheathed ummantelt
unshoed shodden
discalceate Calced
weitsichtig kurzsichtig
unshrinkable Schrumpfende
unsighted gesichtet
"ohne Vorzeichen" unterzeichnet
unbedeutend signifikant
nonsignificant signifikant
ungedämpftem "zum Schweigen gebracht"
Verbindung unsubdivided
Komplex einfach
unaufrichtig aufrichtig
Plural Singular
Ordinal Kardinal
improvisiert scripted
unsinkbar versenkbar
mehrere Single
Single doppelt
"wahr falsch" Mehrfachauswahl
Multi-Lane einspurig
unsized bemessen
ungelernte Mann
mathematischen verbal
fein grob
smokeless rauchig
rutschfeste rutschig
ungeschmierter geschmierten
unsmooth glatt
Rütteln glatt
unfurrowed gefurcht
rau glatt
smoothbore rifled
unsozial soziale
"ohne Begleitung" begleitet
ungregarious gesellig
nahtlos gefalzt
ungeimpfte ausgesät
kernlos schäbig
unshuttered shuttered
ärmellos Ärmeln
ungesellig gesellig
"nicht verkaufte" verkauft
soleless besohlt
Flüssigkeit solide
Gas solide
Gas Flüssigkeit
hohl solide
unauflöslich löslich
unlöslich löslich
ungelöst aufgelöst
Nein etwas
alle etwas
alle Nein
naiv anspruchsvoll
unsolide klingen
noneffervescent Brause
unspecialized spezialisiert
spineless spinous
geistlos temperamentvoll
induziert "Selbst erzeugt"
geschrieben gesprochen
stimmlos geäußert
ungeschriebenen geschrieben
consonantal vokalisch
unaufhaltsam arretierbar
nonsyllabic syllabic
accentual syllabic
quantitative syllabic
quantitative accentual
instabil stabil
Legato getrennt
unstaged inszeniert
Nicht-Standard Standard
puder stärke
starless Sternen
unterernährt genährt
unsicher stetig
stemless stammten
reizlose anregend
stimulierend Depressiva
astomatous stomatous
krumm Gerade
Krümmung Gerade
abgespult gewickelt
unbelastet betont
unbetonten akzentuiert
schwach stark
fügsam unregenerate
aufsässig untergeordnet
erfolglos erfolgreich
unzureichend ausreichend
sugarless zuckerhaltig
minderwertig überlegen
"darunter liegende" "darüber liegenden"
adscript Hochgestellt
adscript Index
unbeaufsichtigt "überwacht werden"
"nicht unterstützt" unterstützt
"ohne Unterstützung" unterstützt
unkooperative unterstützend
unüberwindlich überwindbar
"nicht überrascht" überrascht
unsurprising überraschend
unanfällig anfällig
unimpressionable "leicht zu beeindrucken"
nonexempt befreit
"ohne Zeitplan" geplant
trocken süß
sauer süß
ungesäuerten sauer
unverdächtig vermutlich
unswept gefegt
unsworn geschworen
asymmetrisch symmetrisch
"bilateral symmetrisch" actinomorphous
unsympathisch sympathisch
allopatric sympatric
diachronen synchron
asynchron synchron
asyndetischen syndetic
antonymous gleichbedeutend
unsystematisch systematisch
redselig schweigsam
untactful taktvoll
wenig hoch
ungezähmt gezähmt
wild zähmen
immateriellen berührbaren
immateriellen greifbar
geschmacklos geschmackvoll
geschmacklos lecker
nontaxable nonexempt
unmäßig gemäßigt
lax Tempus
entspannt Tempus
exterritorialen territorialen
nonterritorial territorialen
duroplastischen thermo
dünn dick
undenkbar denkbare
gedankenlos nachdenklich
verschwenderisch sparsam
unordentlich aufgeräumt
ungroomed gepflegt
ungekämmt gekämmt
untimbered Werk
tonlos getönt
tongueless genutet
gekippten gekippt
ruhte müde
unerträglich erträglich
intolerant tolerant
unverkeilten tonal
zahnlos Zahn
Boden oben
Seite oben
Seite Boden
"oben ohne" gekrönt
"ohne Boden" Boden
Prost "von oben nach unten"
Polar äquatorialen
intestate testate
unberührt berührt
Tender zäh
untoughened Einscheiben
ungiftig giftig
widerspenstig manipulierbar
"A la carte" "Table d'hôte"
unauffindbar nachvollziehbar
trackless verfolgt
unbefahrenen gereist
untrimmed getrimmt
ungetrübt beunruhigt
falsch wahr
misstrauisch zutraulich
unseriös vertrauenswürdig
schlauchlos tubed
untucked versteckt
unturned gedreht
untypisch typisch
overhanded hinterhältig
"unter der Oberfläche" Oberfläche
Overhead Oberfläche
Overhead "unter der Oberfläche"
nonsubmersible versenkbaren
tearless weinerlich
Nichtgewerkschafts Union
multiparous uniparous
bipolar unipolar
geteilt vereinigt
verwachsen adnate
zweiklappigen univalve
absteigend aufsteigend
fallen steigend
enttäuschend climactic
anspruchslos "der gehobenen Kategorie"
intransitiv transitiv
unübersetzbar übersetzbar
unguiculated ungulated
unten "nach oben"
mißbraucht benutzt
nutzlos sinnvoll
dystopischen utopisch
ungültig gültig
wertlos wertvoll
unveränderlich Variable
unvarying variiert
enthüllt verschleiert
unventilated belüftet
wirbellos Wirbeltier
unverletzlich verletzbar
gewaltlos heftig
böse tugendhaft
unsichtbar sichtbar
ovipar Lebendgebärende
ovoviviparous Lebendgebärende
ovoviviparous ovipar
nonvolatilizable flüchtig
nonvoluntary freiwillig
unfreiwillige freiwillig
unverwundbar verwundbar
unerwünscht wollte
cool warm
kaltblütig warmblütigen
kaltherzig warmherzig
nonwashable waschbar
unwaxed gewachst
abnimmt "erhöht wird"
Deflations Inflations
unweaned entwöhnt
untragbar tragbar
weedless schmächtig
unwillkommen "herzlich willkommen"
krank Gut
trocken nass
trocken laktierenden
wasserfrei hydratisiert
wheelless "auf Rädern"
"blaues Halsband" white-collar
