arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset
swing%1:06:00::,104371774,location,playground%1:06:00::,103963645

support%1:06:01::,104360501,action,hold_up%2:35:00::,201217043
support%1:06:01::,104360501,result,stability%1:07:00::,104778401

stool%1:06:00::,104326896,action,seat%2:42:00::,202701962
stool%1:06:00::,104326896,theme,person%1:03:00::,100007846

stick%1:06:03::,104317976,action,control%2:35:00::,201224744
stick%1:06:03::,104317976,undergoer,machine%1:06:00::,103699975

stick%1:06:04::,104318131,action,hit%2:35:03::,201405044
stick%1:06:04::,104318131,theme,ball%1:06:01::,102778669
stick%1:06:04::,104318131,agent,hockey_player%1:18:00::,110179291
stick%1:06:04::,104318131,location,skating_rink%1:06:00::,104093625

spring%1:17:00::,109443453,action,flow%2:38:00::,202066939

spring%1:17:00::,109443453,action,provide%2:40:00::,202327200
spring%1:17:00::,109443453,theme,water%1:27:00::,114845743
spring%1:17:00::,109443453,beneficiary,community%1:14:02::,107941729

spoon%1:06:00::,104284002,action,scoop%2:35:01::,201312371
spoon%1:06:00::,104284002,theme,food%1:03:00::,100021265
spoon%1:06:00::,104284002,agent,person%1:03:00::,100007846

speaker%1:06:00::,103691459,action,play%2:36:11::,201717436
speaker%1:06:00::,103691459,theme,music%1:10:00::,107020895
speaker%1:06:00::,103691459,experiencer,audience%1:14:00::,108221897

ski%1:06:00::,104228054,action,glide%2:38:00::,201887576
ski%1:06:00::,104228054,location,mountain%1:17:00::,109359803
ski%1:06:00::,104228054,instrument,snow%1:27:00::,115043763

ski%1:06:00::,104228054,action,glide%2:38:00::,201887576
ski%1:06:00::,104228054,location,water%1:17:00::,109225146
ski%1:06:00::,104228054,instrument,boat%1:06:00::,102858304

shell%1:06:00::,104190464,action,fire%2:33:00::,201133825
shell%1:06:00::,104190464,instrument,gun%1:06:00::,103467984
shell%1:06:00::,104190464,undergoer,enemy%1:18:00::,110055847

shell%1:27:00::,114758536,action,protect%2:33:00::,201128193
shell%1:27:00::,114758536,undergoer,animal%1:03:00::,100015388

shell%1:05:02::,101903756,action,protect%2:33:00::,201128193
shell%1:05:02::,101903756,undergoer,animal%1:03:00::,100015388

shell%1:20:00::,111683556,action,protect%2:33:00::,201128193
shell%1:20:00::,111683556,undergoer,fruit%1:20:00::,113134947
shell%1:20:00::,111683556,undergoer,nut%1:20:00::,113136556

shell%1:06:03::,104190997,action,race%2:33:00::,201086103
shell%1:06:03::,104190997,agent,rower%1:18:00::,110368920
shell%1:06:03::,104190997,location,water%1:17:00::,109225146

shelf%1:06:00::,104190052,action,hold%2:35:01::,201217043

whip%1:06:00::,104577769,action,crack%2:39:01::,202183024

wheel%1:06:00::,104574999,action,rotate%2:38:01::,202045043

wheel%1:06:00::,104574999,action,roll%2:38:01::,201887020

wheel%1:06:05::,104313503,action,steer%2:38:00::,201931768
wheel%1:06:05::,104313503,agent,driver%1:18:00::,110034906

weight%1:06:01::,104571292,action,lift%1:11:00::,107370671
weight%1:06:01::,104571292,result,muscle%1:07:00::,105030418
weight%1:06:01::,104571292,location,gymnasium%1:06:00::,103472112

weight%1:06:00::,104571088,action,weigh_down%2:35:00::,201597096

weight%1:06:00::,104571088,action,drop%2:38:01::,201977701

weapon%1:06:00::,104565375,action,fire%2:33:00::,201133825

weapon%1:06:00::,104565375,action,hurt%2:29:01::,200064643

weapon%1:06:00::,104565375,action,kill%2:35:00::,201323958

weapon%1:06:00::,104565375,action,threaten%2:42:00::,202697120
weapon%1:06:00::,104565375,undergoer,enemy%1:14:00::,108190482
weapon%1:06:00::,104565375,undergoer,enemy%1:18:01::,110098710

watch%1:06:00::,104555897,action,tell%2:32:00::,200952524
watch%1:06:00::,104555897,theme,time%1:28:03::,115129927
watch%1:06:00::,104555897,location,wrist%1:08:00::,105584928

wagon%1:06:00::,104543158,action,transport%2:38:00::,201953810
wagon%1:06:00::,104543158,theme,people%1:14:00::,107942152
wagon%1:06:00::,104543158,theme,good%1:06:00::,103076708

wagon%1:06:00::,104543158,action,roll%2:38:01::,201887020
wagon%1:06:00::,104543158,location,road%1:06:00::,104096066

video%1:06:00::,104534127,action,show%2:39:02::,202148788
video%1:06:00::,104534127,theme,film%1:10:01::,106613686
video%1:06:00::,104534127,location,screen%1:06:06::,104152829
video%1:06:00::,104534127,location,screen%1:06:05::,104152593

video%1:06:00::,104534127,action,feature%2:42:00::,202630189
video%1:06:00::,104534127,theme,actor%1:18:00::,109765278

vessel%1:06:00::,104530566,action,transport%2:38:00::,201953810
vessel%1:06:00::,104530566,location,water%1:17:00::,109225146
vessel%1:06:00::,104530566,theme,people%1:14:00::,107942152
vessel%1:06:00::,104530566,theme,good%1:06:00::,103076708

vessel%1:06:01::,104531098,action,contain%2:42:13::,202700867

vehicle%1:06:00::,104524313,action,transport%2:38:00::,201953810
vehicle%1:06:00::,104524313,agent,driver%1:18:00::,110034906
vehicle%1:06:00::,104524313,theme,people%1:14:00::,107942152
vehicle%1:06:00::,104524313,theme,good%1:06:00::,103076708

vehicle%1:06:00::,104524313,action,travel%1:04:00::,100295701
vehicle%1:06:00::,104524313,agent,driver%1:18:00::,110034906

vehicle%1:17:00::,109283193,action,transmit%2:40:10::,202231661
vehicle%1:17:00::,109283193,undergoer,disease%1:26:00::,114070360
vehicle%1:17:00::,109283193,experiencer,person%1:08:00::,105217688

vat%1:06:00::,104493381,action,contain%2:42:13::,202700867
vat%1:06:00::,104493381,theme,liquid%1:27:00::,114940100

van%1:14:01::,108465558,action,innovate%2:36:00::,201642437

van%1:06:02::,104520480,action,carry%1:04:00::,100318735
van%1:06:02::,104520480,theme,cargo%1:06:00::,102964389

van%1:06:00::,104520170,action,carry%1:04:00::,100318735
van%1:06:00::,104520170,theme,cargo%1:06:00::,102964389

van%1:06:01::,104520382,action,house%2:41:00::,202459173
van%1:06:01::,104520382,theme,people%1:14:00::,107942152

van%1:06:02::,104520480,action,transport%2:38:00::,201953810
van%1:06:02::,104520480,agent,driver%1:18:00::,110034906
van%1:06:02::,104520480,theme,people%1:14:00::,107942152
van%1:06:02::,104520480,theme,good%1:06:00::,103076708

van%1:06:00::,104520170,action,transport%2:38:00::,201953810
van%1:06:00::,104520170,agent,driver%1:18:00::,110034906
van%1:06:00::,104520170,theme,people%1:14:00::,107942152
van%1:06:00::,104520170,theme,good%1:06:00::,103076708

van%1:06:01::,104520382,action,transport%2:38:00::,201953810
van%1:06:01::,104520382,agent,driver%1:18:00::,110034906
van%1:06:01::,104520382,theme,people%1:14:00::,107942152
van%1:06:01::,104520382,theme,good%1:06:00::,103076708

truck%1:06:00::,104490091,action,transport%2:38:00::,201953810
truck%1:06:00::,104490091,agent,driver%1:18:00::,110034906
truck%1:06:00::,104490091,theme,people%1:14:00::,107942152
truck%1:06:00::,104490091,theme,good%1:06:00::,103076708

truck%1:06:00::,104490091,action,carry%1:04:00::,100318735
truck%1:06:00::,104490091,theme,cargo%1:06:00::,102964389

truck%1:06:00::,104490091,action,deliver%2:35:00::,201438304

truck%1:06:01::,103490119,action,move%2:38:03::,201835496
truck%1:06:01::,103490119,theme,cargo%1:06:00::,102964389

trolley%1:06:00::,104335435,action,transport%2:38:00::,201953810
trolley%1:06:00::,104335435,theme,people%1:14:00::,107942152

tray%1:06:00::,104476259,action,carry%2:35:02::,201449974
tray%1:06:00::,104476259,theme,food%1:03:00::,100021265

tray%1:06:00::,104476259,action,display%2:39:00::,202140033

trap%1:06:00::,104474466,action,catch%2:35:01::,201215421
trap%1:06:00::,104474466,undergoer,animal%1:03:00::,100015388

trap%1:09:00::,105837370,action,trick%2:41:00::,202575723
trap%1:09:00::,105837370,result,deception%1:10:00::,106758225

trap%1:06:03::,104474922,action,hurl%2:35:00::,201507143
trap%1:06:03::,104474922,theme,clay_pigeon%1:06:00::,103039259
trap%1:06:03::,104474922,beneficiary,trapshooter%1:18:00::,110726524

transmission%1:06:01::,104472243,action,transmit%2:38:00::,202079933
transmission%1:06:01::,104472243,theme,power%1:18:00::,110461424
transmission%1:06:01::,104472243,source,engine%1:06:00::,103287733
transmission%1:06:01::,104472243,destination,axle%1:06:00::,102764779
transmission%1:06:01::,104472243,location,car%1:06:00::,102958343

train%1:06:00::,104468005,action,transport%2:38:00::,201953810
train%1:06:00::,104468005,theme,people%1:14:00::,107942152
train%1:06:00::,104468005,source,train_station%1:06:00::,104049098
train%1:06:00::,104468005,destination,train_station%1:06:00::,104049098
train%1:06:00::,104468005,location,track%1:06:02::,104463983

train%1:06:02::,104468476,action,trail%2:35:05::,201542842
train%1:06:02::,104468476,location,gown%1:06:00::,103450230

torch%1:06:02::,104456115,action,hold%2:42:13::,202700867
torch%1:06:02::,104456115,theme,flame%1:22:00::,113480848
torch%1:06:02::,104456115,result,light%1:19:00::,111473954

torch%1:06:02::,104456115,action,burn%2:43:01::,202768874

torch%1:06:02::,104456115,action,illuminate%2:30:03::,200291873
torch%1:06:02::,104456115,result,light%1:19:00::,111473954

wing%1:06:00::,104592741,action,lift%2:38:00::,201974062
wing%1:06:00::,104592741,beneficiary,aircraft%1:06:00::,102686568
wing%1:06:00::,104592741,result,flight%1:04:00::,100302394
wing%1:06:00::,104592741,cause,lift%1:19:00::,111422277

wire%1:06:00::,104594218,action,fasten%2:35:01::,201340439
wire%1:06:00::,104594218,action,shape%2:36:00::,201659248
wire%1:06:00::,104594218,result,fastening%1:06:00::,103323703

yacht%1:06:00::,104610013,action,sail%2:38:03::,201846658
yacht%1:06:00::,104610013,action,cruise%2:38:01::,201844653
yacht%1:06:00::,104610013,action,travel%2:38:04::,201845720
yacht%1:06:00::,104610013,action,transport%2:38:00::,201953810
yacht%1:06:00::,104610013,action,race%2:33:00::,201086103
yacht%1:06:00::,104610013,theme,passenger%1:18:00::,110403876
yacht%1:06:00::,104610013,instrument,sail%1:06:00::,104127904
yacht%1:06:00::,104610013,agent,captain%1:18:03::,110298912
